chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	temporal	dist
chr6	131247280	131247281	0.785216667	0.4436325	0.882964557	0.48768	0.9615375	0.287215789	0.51385	0.439332057
chr6	131265261	131265262	0.811183333	0.589495	0.888355696	0.6138	0.937	0.493021053	0.62763	0.298860696
chr6	132890602	132890603	0.77655	0.49308	0.820073418	0.5972	0.936475	0.317631579	0.60429	0.326993418
chr6	132891505	132891506	0.7015	0.4819175	0.897364557	0.5673	0.9616375	0.340721053	0.57575	0.415447057
chr6	134384706	134384707	0.79945	0.5379875	0.844207595	0.60064	0.9611125	0.400752632	0.61053	0.306220095
chr6	134504523	134504524	0.845816667	0.5906675	0.815394937	0.68358	0.9059375	0.449163158	0.65998	0.224727437
chr6	134637428	134637429	0.169	0.2706025	0.849192405	0.4039	0.944075	0.193221053	0.41194	0.578589905
chr6	135224345	135224346	0.84525	0.4869175	0.811774684	0.57892	0.908525	0.307594737	0.56663	0.324857184
chr6	136227579	136227580	0.824233333	0.508585	0.807432911	0.52228	0.906525	0.406389474	0.50652	0.298847911
chr6	136812645	136812646	0.201116667	0.51212	0.854231646	0.68626	0.934575	0.478657895	0.67523	0.342111646
chr6	137792869	137792870	0.120166667	0.3168075	0.895850633	0.45348	0.9664875	0.266489474	0.46206	0.579043133
chr6	138752062	138752063	0.149233333	0.3691925	0.827582278	0.37786	0.9195375	0.431489474	0.37847	0.458389778
chr6	143130570	143130571	0.683066667	0.397025	0.872163291	0.4649	0.96045	0.251852632	0.46729	0.475138291
chr6	143929511	143929512	0.204466667	0.33063	0.826034177	0.3803	0.9699125	0.3413	0.36122	0.495404177
chr6	148142629	148142630	0.168866667	0.27793	0.845135443	0.33524	0.94455	0.284147368	0.3029	0.567205443
chr6	148615459	148615460	0.665283333	0.51408	0.839060759	0.5407	0.9385625	0.440605263	0.54965	0.324980759
chr6	148634858	148634859	0.1733	0.3688275	0.812697468	0.50478	0.9378875	0.322531579	0.50613	0.443869968
chr6	148869461	148869462	0.167183333	0.477155	0.854565823	0.61806	0.9702625	0.451636842	0.64117	0.377410823
chr6	148869489	148869490	0.1848	0.3650925	0.810627848	0.5204	0.9384375	0.280657895	0.55604	0.445535348
chr6	148869535	148869536	0.232833333	0.3549825	0.823511392	0.50452	0.936975	0.270536842	0.51395	0.468528892
chr6	151274597	151274598	0.7189	0.491755	0.871388608	0.53156	0.9399875	0.3984	0.51294	0.379633608
chr6	151346358	151346359	0.799716667	0.412835	0.860079747	0.46424	0.959675	0.244852632	0.47417	0.447244747
chr6	153079640	153079641	0.807016667	0.524325	0.833239241	0.58866	0.9464625	0.399178947	0.56032	0.308914241
chr6	154858688	154858689	0.76935	0.552265	0.881506329	0.66274	0.958875	0.400326316	0.65546	0.329241329
chr6	155584613	155584614	0.769916667	0.5662775	0.843703797	0.6576	0.9167875	0.417331579	0.68143	0.277426297
chr6	155584968	155584969	0.839116667	0.50935	0.8573	0.60332	0.943375	0.319721053	0.6248	0.34795
chr6	155593746	155593747	0.782866667	0.4140375	0.80848481	0.43702	0.948375	0.276331579	0.44289	0.39444731
chr6	156428912	156428913	0.665233333	0.4778625	0.816592405	0.50882	0.947475	0.398794737	0.50019	0.338729905
chr6	157289645	157289646	0.786416667	0.5318525	0.827323077	0.62764	0.9032375	0.371215789	0.63643	0.295470577
chr6	157876961	157876962	0.787816667	0.40119	0.825398734	0.43282	0.967825	0.257494737	0.42642	0.424208734
chr6	157934391	157934392	0.67565	0.566748718	0.84133038	0.63882	0.9438125	0.464888889	0.64872	0.274581662
chr6	158334118	158334119	0.7372	0.5225475	0.884779747	0.56536	0.956075	0.418373684	0.57028	0.362232247
chr6	158418527	158418528	0.886016667	0.59545	0.932117722	0.60886	0.936575	0.484205263	0.62577	0.336667722
chr6	158448508	158448509	0.888483333	0.572195	0.9147	0.65876	0.9260125	0.398015789	0.67008	0.342505
chr6	158460979	158460980	0.122733333	0.2312275	0.800544304	0.40572	0.9050125	0.129726316	0.40193	0.569316804
chr6	158515068	158515069	0.722366667	0.5193775	0.860862025	0.6036	0.9009625	0.394184211	0.59334	0.341484525
chr6	158706047	158706048	0.835216667	0.5132075	0.867513924	0.6604	0.9073625	0.304873684	0.64224	0.354306424
chr6	158734097	158734098	0.775466667	0.48426	0.909563291	0.55846	0.9601875	0.327126316	0.57099	0.425303291
chr6	158734293	158734294	0.86405	0.5954325	0.908970886	0.66726	0.938	0.461794737	0.65226	0.313538386
chr6	158734420	158734421	0.852766667	0.5178275	0.880756962	0.56528	0.91065	0.354142105	0.60414	0.362929462
chr6	158838943	158838944	0.821916667	0.451435	0.822470886	0.50522	0.9151875	0.270684211	0.54568	0.371035886
chr6	159186810	159186811	0.489866667	0.4812775	0.91106962	0.51996	0.9639875	0.448789474	0.51851	0.42979212
chr6	161409432	161409433	0.6722	0.529195	0.828146835	0.58418	0.923875	0.431689474	0.60116	0.298951835
chr6	161860561	161860562	0.69945	0.3448375	0.821994937	0.34284	0.9595875	0.225005263	0.36075	0.477157437
chr6	162311879	162311880	0.803016667	0.4700325	0.81274557	0.50094	0.94685	0.315121053	0.54912	0.34271307
chr6	163521043	163521044	0.83075	0.6017275	0.963318987	0.67468	0.9556	0.460094737	0.69694	0.361591487
chr6	163558575	163558576	0.802216667	0.3811625	0.920579747	0.33424	0.9029625	0.277463158	0.34902	0.539417247
chr6	163558674	163558675	0.838116667	0.395425	0.890327848	0.36396	0.9290875	0.269447368	0.3849	0.494902848
chr6	163558823	163558824	0.767283333	0.33333	0.958022785	0.3213	0.952575	0.194831579	0.34212	0.624692785
chr6	163587182	163587183	0.581416667	0.3707975	0.861773418	0.45532	0.93155	0.226942105	0.47549	0.490975918
chr6	163613008	163613009	0.691083333	0.4805275	0.806297468	0.55178	0.92345	0.340626316	0.58438	0.325769968
chr6	163613701	163613702	0.8961	0.54089	0.870616456	0.62814	0.9641875	0.354815789	0.63768	0.329726456
chr6	163614514	163614515	0.859683333	0.5195975	0.876364557	0.57612	0.9174625	0.352289474	0.60517	0.356767057
chr6	163736276	163736277	0.8315	0.38759	0.868231646	0.42126	0.93205	0.201610526	0.45777	0.480641646
chr6	163760593	163760594	0.84905	0.505825	0.825968354	0.53882	0.9579625	0.361157895	0.55826	0.320143354
chr6	163845084	163845085	0.78715	0.3625125	0.819692405	0.40334	0.9363	0.186663158	0.42143	0.457179905
chr6	163851615	163851616	0.818783333	0.379076923	0.852818987	0.40568	0.942525	0.195794444	0.43186	0.473742064
chr6	163862445	163862446	0.510433333	0.2999925	0.840772152	0.355	0.9522125	0.175057895	0.3836	0.540779652
chr6	163880196	163880197	0.860816667	0.533885	0.863203797	0.6089	0.9317625	0.369805263	0.61197	0.329318797
chr6	163911136	163911137	0.864516667	0.584375	0.911086076	0.63806	0.9546	0.449868421	0.64501	0.326711076
chr6	163951256	163951257	0.786316667	0.36719	0.810696203	0.34862	0.934825	0.209315789	0.42496	0.443506203
chr6	164009761	164009762	0.685766667	0.5325175	0.890020253	0.6172	0.94495	0.413973684	0.62346	0.357502753
chr6	164506197	164506198	0.773916667	0.47988	0.855449367	0.54012	0.94035	0.333047368	0.55232	0.375569367
chr6	164520673	164520674	0.214866667	0.253475	0.86081519	0.33692	0.9405	0.183168421	0.3685	0.60734019
chr6	164520746	164520747	0.163633333	0.273485	0.879917722	0.38356	0.952125	0.202268421	0.41967	0.606432722
chr6	164520845	164520846	0.188966667	0.29996	0.927068354	0.47676	0.95995	0.192031579	0.48322	0.627108354
chr6	166711138	166711139	0.839216667	0.4885575	0.924236709	0.56638	0.9658125	0.311394737	0.57586	0.435679209
chr6	166711442	166711443	0.726666667	0.50105	0.927664557	0.58248	0.9404375	0.369236842	0.57541	0.426614557
chr6	166722773	166722774	0.837283333	0.4147075	0.801362025	0.43966	0.9353875	0.240857895	0.479	0.386654525
chr6	166836730	166836731	0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	0.69695	0.317817373
chr6	166836791	166836792	0.88795	0.63069	0.953186076	0.70856	0.9556875	0.480889474	0.72202	0.322496076
chr6	166929057	166929058	0.83705	0.5417	0.848717722	0.54354	0.9064	0.444605263	0.54805	0.307017722
chr6	168132811	168132812	0.651866667	0.395265	0.901867089	0.38824	0.950725	0.306005263	0.41441	0.506602089
chr6	168132832	168132833	0.664533333	0.44585	0.941648101	0.44	0.925025	0.369926316	0.46182	0.495798101
chr6	168225439	168225440	0.174483333	0.292395	0.848439241	0.33934	0.92915	0.285	0.35372	0.556044241
chr6	168449235	168449236	0.892083333	0.4740775	0.887560759	0.53488	0.91665	0.298705263	0.52608	0.413483259
chr6	169104434	169104435	0.17345	0.3393975	0.821341772	0.4439	0.9227625	0.310810526	0.44103	0.481944272
chr6	169104540	169104541	0.161866667	0.376755	0.820397468	0.50814	0.9071125	0.339731579	0.51034	0.443642468
chr6	169192573	169192574	0.875833333	0.508545	0.844889873	0.60642	0.9323375	0.316221053	0.60465	0.336344873
chr6	169248433	169248434	0.858416667	0.5054175	0.876679487	0.61512	0.9299625	0.304057895	0.62135	0.371261987
chr6	169575647	169575648	0.311416667	0.4646875	0.826326582	0.50376	0.920625	0.490694737	0.4877	0.361639082
chr6	169629860	169629861	0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	0.70463	0.25170019
chr6	169901471	169901472	0.203716667	0.3516675	0.845432911	0.50076	0.935075	0.279789474	0.50246	0.493765411
chr6	169901484	169901485	0.583883333	0.455565	0.933444304	0.55994	0.96695	0.333973684	0.55741	0.477879304
chr6	169901503	169901504	0.690033333	0.4925175	0.895692405	0.5672	0.94075	0.370847368	0.56784	0.403174905
chr6	170396116	170396117	0.109266667	0.2655025	0.835479747	0.35782	0.9763625	0.237126316	0.367	0.569977247
chr6	170712708	170712709	0.6112	0.27389	0.801548101	0.2802	0.900975	0.162268421	0.28043	0.527658101
chr6	170714038	170714039	0.823016667	0.43949	0.861555696	0.4945	0.9406625	0.262215789	0.51869	0.422065696
chr7	220143	220144	0.521916667	0.5063775	0.834768354	0.58024	0.9255125	0.430015789	0.60521	0.328390854
chr7	537828	537829	0.852366667	0.53098	0.906129487	0.6431	0.924525	0.334952632	0.65454	0.375149487
chr7	614831	614832	0.483766667	0.4663175	0.877460759	0.60536	0.962575	0.353484211	0.60071	0.411143259
chr7	636583	636584	0.880583333	0.503105	0.955347436	0.46362	0.965275	0.407489474	0.47803	0.452242436
chr7	636590	636591	0.849066667	0.5029475	0.940568354	0.46442	0.960925	0.419915789	0.4723	0.437620854
chr7	672108	672109	0.6807	0.57281	0.954844304	0.65372	0.9633625	0.471531579	0.66005	0.382034304
chr7	705693	705694	0.289783333	0.371675	0.836150649	0.32278	0.9772125	0.429326316	0.33572	0.464475649
chr7	966081	966082	0.839066667	0.595925	0.88414557	0.73304	0.9375625	0.396094737	0.76116	0.28822057
chr7	991408	991409	0.83245	0.588955	0.887586076	0.67254	0.946075	0.441552632	0.68113	0.298631076
chr7	1097131	1097132	0.735216667	0.5355925	0.916294937	0.53746	0.95015	0.477389474	0.52547	0.380702437
chr7	1153842	1153843	0.442866667	0.4485975	0.826382278	0.4965	0.912	0.411905263	0.4978	0.377784778
chr7	1315725	1315726	0.8179	0.5319125	0.895932911	0.56356	0.9550375	0.421242105	0.55477	0.364020411
chr7	1315866	1315867	0.870866667	0.5297275	0.963573418	0.54086	0.9671125	0.421794737	0.52455	0.433845918
chr7	1370486	1370487	0.858266667	0.5519125	0.831179747	0.49654	0.9572	0.4842	0.52444	0.279267247
chr7	1370727	1370728	0.848933333	0.3623125	0.833072152	0.41016	0.9563375	0.172257895	0.40752	0.470759652
chr7	1626153	1626154	0.498833333	0.2462775	0.847663291	0.305	0.9517625	0.102626316	0.33832	0.601385791
chr7	1650459	1650460	0.8868	0.5163575	0.907538462	0.53208	0.934775	0.420621053	0.46813	0.391180962
chr7	2052961	2052962	0.833133333	0.4881425	0.883687342	0.55462	0.9579375	0.328726316	0.5508	0.395544842
chr7	2056550	2056551	0.882716667	0.5627675	0.91465443	0.64548	0.9420625	0.407194737	0.62503	0.35188693
chr7	2109244	2109245	0.713733333	0.3311325	0.861258228	0.32696	0.919875	0.204347368	0.34455	0.530125728
chr7	2148808	2148809	0.809133333	0.484746154	0.903305063	0.52552	0.945075	0.340444444	0.52947	0.418558909
chr7	2182182	2182183	0.154966667	0.4711175	0.90844359	0.54034	0.96355	0.493136842	0.58436	0.43732609
chr7	2328896	2328897	0.170616667	0.37264	0.818310127	0.40726	0.958425	0.4038	0.41734	0.445670127
chr7	2499975	2499976	0.366833333	0.4482675	0.861668354	0.4748	0.910125	0.444489474	0.49104	0.413400854
chr7	2500070	2500071	0.1586	0.30549	0.823722785	0.36482	0.920975	0.290763158	0.39194	0.518232785
chr7	2500200	2500201	0.229066667	0.3270525	0.802318987	0.38882	0.9092875	0.301463158	0.40358	0.475266487
chr7	2699820	2699821	0.16055	0.44038	0.801524051	0.47616	0.9108625	0.490336842	0.49547	0.361144051
chr7	2742274	2742275	0.7157	0.4506475	0.883526582	0.52692	0.9549625	0.297452632	0.54455	0.432879082
chr7	2742325	2742326	0.881016667	0.6138225	0.923092405	0.74932	0.93595	0.417831579	0.75814	0.309269905
chr7	2742433	2742434	0.79685	0.543665	0.832343038	0.5513	0.91385	0.452252632	0.56162	0.288678038
chr7	3967516	3967517	0.64845	0.504075	0.824239241	0.57016	0.9096875	0.4144	0.55479	0.320164241
chr7	4267364	4267365	0.483916667	0.3826	0.854625316	0.38774	0.9509125	0.342421053	0.39558	0.472025316
chr7	4762742	4762743	0.915633333	0.51748	0.922529114	0.41548	0.9749625	0.471463158	0.41702	0.405049114
chr7	4762844	4762845	0.870083333	0.5064825	0.881135443	0.44458	0.9550375	0.432905263	0.45907	0.374652943
chr7	4768140	4768141	0.7625	0.4770825	0.895955696	0.5254	0.960525	0.343826316	0.53486	0.418873196
chr7	4781704	4781705	0.9175	0.6172925	0.956667089	0.6653	0.9389875	0.4724	0.68846	0.339374589
chr7	4781767	4781768	0.891516667	0.49271	0.924521519	0.52984	0.9647625	0.335257895	0.53402	0.431811519
chr7	4791054	4791055	0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	0.6777	0.320292342
chr7	5253987	5253988	0.780516667	0.481165	0.896829114	0.52584	0.9514875	0.375131579	0.48068	0.415664114
chr7	5254009	5254010	0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	0.43859	0.4163775
chr7	5743854	5743855	0.652233333	0.3356575	0.805403797	0.40174	0.984425	0.197263158	0.37562	0.469746297
chr7	5937433	5937434	0.801383333	0.58615	0.858913924	0.59966	0.926475	0.494089474	0.62517	0.272763924
chr7	5937486	5937487	0.785833333	0.5367375	0.85233038	0.59848	0.932275	0.393578947	0.62841	0.31559288
chr7	6198496	6198497	0.755933333	0.47493	0.867824051	0.52322	0.9386125	0.327305263	0.56267	0.392894051
chr7	6198604	6198605	0.864516667	0.58437	0.915317722	0.62282	0.9600625	0.458615789	0.63599	0.330947722
chr7	6370717	6370718	0.8359	0.5882125	0.89726962	0.6405	0.9517625	0.474531579	0.62945	0.30905712
chr7	6442531	6442532	0.85005	0.44625	0.897586076	0.51934	0.954525	0.271463158	0.49952	0.451336076
chr7	6465684	6465685	0.8407	0.4079775	0.880803797	0.47812	0.90325	0.213994737	0.48184	0.472826297
chr7	6465799	6465800	0.878266667	0.3934275	0.873537975	0.45152	0.918525	0.199789474	0.44139	0.480110475
chr7	6866834	6866835	0.7714	0.56887	0.893989873	0.53534	0.971775	0.498910526	0.59704	0.325119873
chr7	6867074	6867075	0.51585	0.47773	0.811420253	0.57722	0.9286875	0.385089474	0.58113	0.333690253
chr7	7268805	7268806	0.8071	0.3339075	0.860013924	0.35876	0.935575	0.160894737	0.36629	0.526106424
chr7	9319265	9319266	0.858483333	0.6036075	0.838303797	0.68504	0.93455	0.466289474	0.67087	0.234696297
chr7	14031941	14031942	0.73685	0.4504625	0.820741772	0.50754	0.9340375	0.301473684	0.53317	0.370279272
chr7	14874108	14874109	0.2172	0.4453175	0.820211392	0.56624	0.9312375	0.439215789	0.53332	0.374893892
chr7	17337342	17337343	0.854583333	0.4926575	0.806165823	0.59562	0.9365	0.295305263	0.59899	0.313508323
chr7	17337427	17337428	0.865816667	0.553115	0.851468354	0.62284	0.9345	0.391847368	0.63704	0.298353354
chr7	19135149	19135150	0.86515	0.5578525	0.880094937	0.5699	0.9336875	0.405952632	0.65606	0.322242437
chr7	22224657	22224658	0.816083333	0.460865	0.876148101	0.56668	0.93525	0.2675	0.56222	0.415283101
chr7	22234163	22234164	0.848383333	0.55589	0.879950633	0.58116	0.9335125	0.434694737	0.59803	0.324060633
chr7	23243417	23243418	0.79365	0.51981	0.84266962	0.59558	0.941325	0.364142105	0.61339	0.32285962
chr7	25216506	25216507	0.834816667	0.5425	0.887873418	0.60698	0.9723125	0.394294737	0.61646	0.345373418
chr7	25216828	25216829	0.758366667	0.5097625	0.832274684	0.54146	0.9187	0.374031579	0.60264	0.322512184
chr7	27143806	27143807	0.341783333	0.3506025	0.808525316	0.3318	0.9654125	0.353478947	0.35983	0.457922816
chr7	27145159	27145160	0.28375	0.2754975	0.841944304	0.25216	0.96525	0.278610526	0.2763	0.566446804
chr7	27166103	27166104	0.475716667	0.474195	0.850496203	0.47578	0.9436375	0.490063158	0.44234	0.376301203
chr7	27626595	27626596	0.8214	0.5080825	0.87716962	0.6053	0.9456	0.331515789	0.60696	0.36908712
chr7	28038455	28038456	0.865733333	0.4560125	0.89961519	0.5546	0.9633	0.248631579	0.55491	0.44360269
chr7	28205577	28205578	0.84415	0.5644525	0.832216456	0.63672	0.903525	0.424278947	0.62683	0.267763956
chr7	28319589	28319590	0.841833333	0.548315	0.843378481	0.58344	0.9514375	0.445789474	0.54944	0.295063481
chr7	28757771	28757772	0.852866667	0.4147925	0.805479747	0.48304	0.9175875	0.208578947	0.50963	0.390687247
chr7	29294897	29294898	0.252366667	0.500155	0.809678481	0.60968	0.9507375	0.477347368	0.6374	0.309523481
chr7	29526309	29526310	0.7144	0.5434675	0.906279747	0.62342	0.9198	0.414394737	0.64617	0.362812247
chr7	30010244	30010245	0.891283333	0.6003025	0.921183333	0.63156	0.9653	0.478678947	0.64117	0.320880833
chr7	32091043	32091044	0.867666667	0.443035	0.861651899	0.5177	0.9002875	0.250168421	0.51737	0.418616899
chr7	32541235	32541236	0.886166667	0.4699	0.806817722	0.5473	0.95805	0.277563158	0.54688	0.336917722
chr7	35808197	35808198	0.644766667	0.582865	0.927735443	0.66622	0.911625	0.481957895	0.69577	0.344870443
chr7	35844045	35844046	0.637466667	0.3733375	0.855668354	0.4568	0.9336	0.222684211	0.45937	0.482330854
chr7	36646768	36646769	0.568933333	0.4389475	0.845798734	0.54648	0.9680125	0.316515789	0.53981	0.406851234
chr7	37025706	37025707	0.12825	0.2698	0.884616456	0.27602	0.9407	0.313768421	0.26808	0.614816456
chr7	37025796	37025797	0.136266667	0.2547525	0.86973038	0.26326	0.9330375	0.288489474	0.25749	0.61497788
chr7	37025810	37025811	0.188166667	0.3224475	0.882858228	0.35108	0.9620875	0.348226316	0.33972	0.560410728
chr7	37025890	37025891	0.094166667	0.1594175	0.844524051	0.19066	0.9584875	0.153847368	0.19353	0.685106551
chr7	37148793	37148794	0.80145	0.4330975	0.837378481	0.42402	0.9349125	0.306568421	0.45703	0.404280981
chr7	41043816	41043817	0.814516667	0.56545	0.911756962	0.58194	0.9404375	0.470315789	0.58852	0.346306962
chr7	41746034	41746035	0.653283333	0.4016025	0.819586076	0.34088	0.9678125	0.375026316	0.33145	0.417983576
chr7	42214329	42214330	0.438216667	0.44712	0.826512658	0.56992	0.913775	0.349173684	0.57716	0.379392658
chr7	44154322	44154323	0.47605	0.4521975	0.823026582	0.52376	0.9073875	0.384247368	0.53121	0.370829082
chr7	44423096	44423097	0.692533333	0.50104	0.814148101	0.53706	0.9105125	0.418510526	0.52494	0.313108101
chr7	45126148	45126149	0.3824	0.4068675	0.905393671	0.50892	0.94635	0.317657895	0.54002	0.498526171
chr7	47926786	47926787	0.625116667	0.499655	0.855870886	0.50952	0.946025	0.447694737	0.51817	0.356215886
chr7	55437678	55437679	0.85005	0.56407	0.862407692	0.60098	0.92005	0.445773684	0.59879	0.298337692
chr7	55980196	55980197	0.856283333	0.5817775	0.887194937	0.6499	0.9171125	0.406436842	0.71616	0.305417437
chr7	64862915	64862916	0.81625	0.4783925	0.855550633	0.49276	0.9525125	0.371868421	0.47089	0.377158133
chr7	65610409	65610410	0.894133333	0.64327	0.830222785	0.73834	0.9718	0.498710526	0.71988	0.186952785
chr7	66024309	66024310	0.729883333	0.5479625	0.834177215	0.58118	0.9120375	0.448105263	0.61193	0.286214715
chr7	66202871	66202872	0.49435	0.47291	0.872	0.4618	0.9199625	0.453252632	0.50295	0.39909
chr7	69458326	69458327	0.894316667	0.5675925	0.892496203	0.59004	0.90155	0.448468421	0.58667	0.324903703
chr7	72987827	72987828	0.861083333	0.50257	0.9195	0.61426	0.9636625	0.306863158	0.60346	0.41693
chr7	73926031	73926032	0.880133333	0.49683	0.886758228	0.5365	0.939075	0.327794737	0.56818	0.389928228
chr7	75112219	75112220	0.783316667	0.4908025	0.860360759	0.55924	0.903075	0.342578947	0.5627	0.369558259
chr7	75984284	75984285	0.830883333	0.495453846	0.858218987	0.48784	0.911075	0.401616667	0.46691	0.362765141
