File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF901GRK	bigBed bedMethyl	methylation state at CHG	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	4615059885	ENCODE Processing Pipeline	2c5bb5ecd36315b182f2a9ce5cfe3592		https://www.encodeproject.org/files/ENCFF901GRK/@@download/ENCFF901GRK.bigBed	GRCh38			released				
ENCFF029AHX	bigBed bedMethyl	methylation state at CpG	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	1251772685	ENCODE Processing Pipeline	eef05545e1ea91c5619c3fb09d71028a		https://www.encodeproject.org/files/ENCFF029AHX/@@download/ENCFF029AHX.bigBed	GRCh38			released				
ENCFF757MLJ	bigBed bedMethyl	methylation state at CpG	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	1297685934	ENCODE Processing Pipeline	e7f3dfaf82324feb3cb8778c41aaf97e		https://www.encodeproject.org/files/ENCFF757MLJ/@@download/ENCFF757MLJ.bigBed	GRCh38			released	inconsistent platforms			
ENCFF077NVS	bigBed bedMethyl	methylation state at CHG	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	4787008177	ENCODE Processing Pipeline	590e6fee39e6217d817a7673bba5078c		https://www.encodeproject.org/files/ENCFF077NVS/@@download/ENCFF077NVS.bigBed	GRCh38			released	inconsistent platforms			
ENCFF473VEE	bigBed bedMethyl	methylation state at CHH	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	12327817897	ENCODE Processing Pipeline	92d11e371d5c14afbddfc55eb388cab5		https://www.encodeproject.org/files/ENCFF473VEE/@@download/ENCFF473VEE.bigBed	GRCh38			released	inconsistent platforms			
ENCFF884KSN	bigWig	signal	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF272PBZ, ENCFF490FOO, ENCFF974OSM"	8300641132	ENCODE Processing Pipeline	c654a9fca58d7d35a264ee4996465128		https://www.encodeproject.org/files/ENCFF884KSN/@@download/ENCFF884KSN.bigWig	GRCh38			released				
ENCFF477JAE	bigWig	signal	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF375RJP, ENCFF888GNX"	5413453663	ENCODE Processing Pipeline	1ce1c86b5d1a844d991de1d2b2a54d7d		https://www.encodeproject.org/files/ENCFF477JAE/@@download/ENCFF477JAE.bigWig	GRCh38			released				
ENCFF039FRP	bigWig	signal	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF035IUM, ENCFF246HVP, ENCFF342EMY"	5550035875	ENCODE Processing Pipeline	67283509fc976388d5aba0eb3c5f480a		https://www.encodeproject.org/files/ENCFF039FRP/@@download/ENCFF039FRP.bigWig	GRCh38			released				
ENCFF108OVY	bigWig	signal	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF027YKJ, ENCFF246HVP, ENCFF566ITI"	5453428648	ENCODE Processing Pipeline	0ea7bd20174c3501f3aee05194198a76		https://www.encodeproject.org/files/ENCFF108OVY/@@download/ENCFF108OVY.bigWig	GRCh38			released				
ENCFF968RMN	bigWig	signal	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH"	5468233329	ENCODE Processing Pipeline	afba596111a7fad8d704cc939736b152		https://www.encodeproject.org/files/ENCFF968RMN/@@download/ENCFF968RMN.bigWig	GRCh38			released				
ENCFF561WQA	bigWig	signal	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF231CCQ, ENCFF246HVP, ENCFF367QNV"	8309472037	ENCODE Processing Pipeline	f10abe62343cd1a1c617fdc2b03acb1c		https://www.encodeproject.org/files/ENCFF561WQA/@@download/ENCFF561WQA.bigWig	GRCh38			released				
ENCFF213FPF	bigWig	signal	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF194SXB, ENCFF246HVP, ENCFF705LNO"	8424145675	ENCODE Processing Pipeline	097419f022870ef126d0a684bede3bd6		https://www.encodeproject.org/files/ENCFF213FPF/@@download/ENCFF213FPF.bigWig	GRCh38			released				
ENCFF434VBG	bigWig	signal	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF093BBI, ENCFF246HVP, ENCFF479WOW"	8552748768	ENCODE Processing Pipeline	1515ff4cb50320c0ffd6ce5ab5c3ae3a		https://www.encodeproject.org/files/ENCFF434VBG/@@download/ENCFF434VBG.bigWig	GRCh38			released				
ENCFF307QSV	bigWig	signal	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM"	8475434753	ENCODE Processing Pipeline	beeb6814623e3f16c2eba12592413e91		https://www.encodeproject.org/files/ENCFF307QSV/@@download/ENCFF307QSV.bigWig	GRCh38			released				
ENCFF363UDK	bigWig	signal	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF294ZJM, ENCFF980COG"	8282332615	ENCODE Processing Pipeline	7ace7771e7e561c32bff34cd1cbad88d		https://www.encodeproject.org/files/ENCFF363UDK/@@download/ENCFF363UDK.bigWig	GRCh38			released				
ENCFF945PUR	bigWig	signal	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF570HVV, ENCFF930VIL"	8276507217	ENCODE Processing Pipeline	6774d7dc32e2b1e80cf6feb21fcbda5d		https://www.encodeproject.org/files/ENCFF945PUR/@@download/ENCFF945PUR.bigWig	GRCh38			released				
ENCFF990HTE	bigWig	signal	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF581MVM, ENCFF865VQL"	5384558190	ENCODE Processing Pipeline	80aca2c2f6c7761050882b07621254a4		https://www.encodeproject.org/files/ENCFF990HTE/@@download/ENCFF990HTE.bigWig	GRCh38			released				
ENCFF992IXV	bigWig	signal	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	8219894254	ENCODE Processing Pipeline	d89be9e5901d2467315b94f67abdeb64		https://www.encodeproject.org/files/ENCFF992IXV/@@download/ENCFF992IXV.bigWig	GRCh38			released				
ENCFF700AQS	bigWig	signal	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	5546346017	ENCODE Processing Pipeline	5cecb5091cb21ce3d4136aa2e9de715c		https://www.encodeproject.org/files/ENCFF700AQS/@@download/ENCFF700AQS.bigWig	GRCh38			released				
ENCFF785TFN	bigWig	signal	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	5502850654	ENCODE Processing Pipeline	b7fcdea88cf460d0f3a4e0f559758523		https://www.encodeproject.org/files/ENCFF785TFN/@@download/ENCFF785TFN.bigWig	GRCh38			released				
ENCFF029LVQ	bigWig	signal	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	8079559675	ENCODE Processing Pipeline	3beab7cc37cb44c38ef1d25d60bb1672		https://www.encodeproject.org/files/ENCFF029LVQ/@@download/ENCFF029LVQ.bigWig	GRCh38			released				
ENCFF360EGM	bigWig	signal	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	5474146536	ENCODE Processing Pipeline	614055699af44e5fe418778643873ee4		https://www.encodeproject.org/files/ENCFF360EGM/@@download/ENCFF360EGM.bigWig	GRCh38			released				
ENCFF746ZTE	bigWig	signal	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	5330534131	ENCODE Processing Pipeline	4fe2a628cc2810c92fad0ba64bae163e		https://www.encodeproject.org/files/ENCFF746ZTE/@@download/ENCFF746ZTE.bigWig	GRCh38			released				
ENCFF804ITM	bigWig	signal	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	8312621107	ENCODE Processing Pipeline	2ffaa13185936c22580ea903391c7f80		https://www.encodeproject.org/files/ENCFF804ITM/@@download/ENCFF804ITM.bigWig	GRCh38			released				
ENCFF939DFV	bigWig	signal	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	8441469514	ENCODE Processing Pipeline	cd60e6b377e7e7f3ecf0265daa11c23a		https://www.encodeproject.org/files/ENCFF939DFV/@@download/ENCFF939DFV.bigWig	GRCh38			released				
ENCFF050KHZ	bigWig	signal	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	5350667295	ENCODE Processing Pipeline	7a2c635c64d042e2f650e83264c76a38		https://www.encodeproject.org/files/ENCFF050KHZ/@@download/ENCFF050KHZ.bigWig	GRCh38			released				
ENCFF450MGR	bigWig	signal	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	5491837004	ENCODE Processing Pipeline	b5f3da6a2aff6ef088ac46671904ef9d		https://www.encodeproject.org/files/ENCFF450MGR/@@download/ENCFF450MGR.bigWig	GRCh38			released				
ENCFF276VKS	bigWig	signal	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	5527111442	ENCODE Processing Pipeline	cc8e560b729fd414300546f636f172bf		https://www.encodeproject.org/files/ENCFF276VKS/@@download/ENCFF276VKS.bigWig	GRCh38			released				
ENCFF992CLD	bigWig	signal	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	5536757139	ENCODE Processing Pipeline	5da97c1b38546ade69f3521537248af0		https://www.encodeproject.org/files/ENCFF992CLD/@@download/ENCFF992CLD.bigWig	GRCh38			released				
ENCFF294WWV	bigWig	signal	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	5483329556	ENCODE Processing Pipeline	4afb4e014b576b86254c52a9da79c26f		https://www.encodeproject.org/files/ENCFF294WWV/@@download/ENCFF294WWV.bigWig	GRCh38			released				
ENCFF422YPS	bigWig	signal	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	8273704198	ENCODE Processing Pipeline	76c8389287fa627c4a6cb06d60889fe0		https://www.encodeproject.org/files/ENCFF422YPS/@@download/ENCFF422YPS.bigWig	GRCh38			released				
ENCFF352CJO	bigWig	signal	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	8128088324	ENCODE Processing Pipeline	20ef351d70a05e678fc374f8c5b50a26		https://www.encodeproject.org/files/ENCFF352CJO/@@download/ENCFF352CJO.bigWig	GRCh38			released				
ENCFF025PVV	bigWig	signal	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	8422210784	ENCODE Processing Pipeline	5016d407b3c8e4d18f90910545820640		https://www.encodeproject.org/files/ENCFF025PVV/@@download/ENCFF025PVV.bigWig	GRCh38			released				
ENCFF249IVT	bigWig	signal	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	8297461461	ENCODE Processing Pipeline	631c8c611c24f5241aceb958eee5987f		https://www.encodeproject.org/files/ENCFF249IVT/@@download/ENCFF249IVT.bigWig	GRCh38			released				
ENCFF238VMR	bigWig	signal	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	5536685648	ENCODE Processing Pipeline	e5ac60594515074647be360250841ad4		https://www.encodeproject.org/files/ENCFF238VMR/@@download/ENCFF238VMR.bigWig	GRCh38			released				
ENCFF574CIC	bigWig	signal	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	5602976353	ENCODE Processing Pipeline	ad99542c50818359db94756e159747df		https://www.encodeproject.org/files/ENCFF574CIC/@@download/ENCFF574CIC.bigWig	GRCh38			released				
ENCFF402PAI	bigWig	signal	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	8338614391	ENCODE Processing Pipeline	0536516cc253f82c29c6d153f736c406		https://www.encodeproject.org/files/ENCFF402PAI/@@download/ENCFF402PAI.bigWig	GRCh38			released	inconsistent platforms			
ENCFF952ITC	fastq	reads	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				40369254448	"Joe Ecker, Salk"	ca573aff7c877a50ba813bc441f68562		https://www.encodeproject.org/files/ENCFF952ITC/@@download/ENCFF952ITC.fastq.gz		HiSeq 2500		released				
ENCFF145JOD	fastq	reads	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				2.02815E+11	"Joe Ecker, Salk"	1461c7c3ec68c93efd249cd2eaacec39		https://www.encodeproject.org/files/ENCFF145JOD/@@download/ENCFF145JOD.fastq.gz		HiSeq 2500		released				
ENCFF271MXH	fastq	reads	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	4	100		single-ended				20953309627	"Zhiping Weng, UMass"	24b780434ba88ec4308f5b912ed36efa	SRA:SRR1045747	https://www.encodeproject.org/files/ENCFF271MXH/@@download/ENCFF271MXH.fastq.gz		HiSeq 2000		released				
ENCFF247WYM	fastq	reads	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	4	100		single-ended				21242576364	"Zhiping Weng, UMass"	938eff971a1f1ffd581c10665e018fac	SRA:SRR1045748	https://www.encodeproject.org/files/ENCFF247WYM/@@download/ENCFF247WYM.fastq.gz		HiSeq 2000		released				
ENCFF362FFF	fastq	reads	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				50251590715	"Joe Ecker, Salk"	e588b669766008fb78be83123f991905		https://www.encodeproject.org/files/ENCFF362FFF/@@download/ENCFF362FFF.fastq.gz		HiSeq 2500		released				
ENCFF555LYY	fastq	reads	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				52459186548	"Joe Ecker, Salk"	4ce6aa1c7b10f2a57aaf3a9a78e6fe8c		https://www.encodeproject.org/files/ENCFF555LYY/@@download/ENCFF555LYY.fastq.gz		HiSeq 2500		released				
ENCFF004LAO	fastq	reads	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				68915434871	"Joe Ecker, Salk"	acf73abddf0bbbee0b863877554196f5		https://www.encodeproject.org/files/ENCFF004LAO/@@download/ENCFF004LAO.fastq.gz		HiSeq 2500		released				
ENCFF338YJK	fastq	reads	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				58470027587	"Joe Ecker, Salk"	4003c88382b977145596a26d12298388		https://www.encodeproject.org/files/ENCFF338YJK/@@download/ENCFF338YJK.fastq.gz		HiSeq 2500		released				
ENCFF497TIY	fastq	reads	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				53642628802	"Joe Ecker, Salk"	bc33d0fccc56f8ea0e2f962b67e892b8		https://www.encodeproject.org/files/ENCFF497TIY/@@download/ENCFF497TIY.fastq.gz		HiSeq 2500		released				
ENCFF716LXQ	fastq	reads	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				53309908817	"Joe Ecker, Salk"	e65211a353ede3e3048b268efd2e1c6a		https://www.encodeproject.org/files/ENCFF716LXQ/@@download/ENCFF716LXQ.fastq.gz		HiSeq 2500		released				
ENCFF335VTH	fastq	reads	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				57650438557	"Joe Ecker, Salk"	b5550cd63a9b367cd4e4895026d9cb31		https://www.encodeproject.org/files/ENCFF335VTH/@@download/ENCFF335VTH.fastq.gz		HiSeq 2500		released				
ENCFF197GWU	fastq	reads	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				51183896925	"Joe Ecker, Salk"	b21e1e0568cdb653d3146b2ce3e07be4		https://www.encodeproject.org/files/ENCFF197GWU/@@download/ENCFF197GWU.fastq.gz		HiSeq 2500		released				
ENCFF524CMA	fastq	reads	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	101		single-ended				1.71365E+11	"Joe Ecker, Salk"	1fd62c88249cd8c320eed37ca739df89		https://www.encodeproject.org/files/ENCFF524CMA/@@download/ENCFF524CMA.fastq.gz		HiSeq 2500		released				
ENCFF102ZDI	fastq	reads	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				71833489756	"Joe Ecker, Salk"	4fdbc8431aa103f68fe1ad2dfb840416		https://www.encodeproject.org/files/ENCFF102ZDI/@@download/ENCFF102ZDI.fastq.gz		HiSeq 2500		released				
ENCFF383JKM	fastq	reads	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				81968235020	"Joe Ecker, Salk"	43226a5a12cfb989b0963a4670079f87		https://www.encodeproject.org/files/ENCFF383JKM/@@download/ENCFF383JKM.fastq.gz		HiSeq 2500		released				
ENCFF908EMN	fastq	reads	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				1.52619E+11	"Joe Ecker, Salk"	a705a7dc2f0d02ac86a836520ce6401a		https://www.encodeproject.org/files/ENCFF908EMN/@@download/ENCFF908EMN.fastq.gz		HiSeq 2500		released				
ENCFF695BLL	fastq	reads	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				85656630329	"Joe Ecker, Salk"	49b030a451a0f1fc1d62777ed94eaa52		https://www.encodeproject.org/files/ENCFF695BLL/@@download/ENCFF695BLL.fastq.gz		HiSeq 2500		released				
