CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg07508341	6	2510507	0.26195	0.837295	0.833026761	0.86872	0.9156625
cg07511317	14	104159997	0.18195	0.7903375	0.802905634	0.86418	0.9688375
cg07516445	16	79381496	0.213333333	0.51798	0.847892958	0.51986	0.9612625
cg07520687	5	32461615	0.212083333	0.7944825	0.908426761	0.87212	0.9625375
cg07524348	16	85464813	0.288633333	0.7849125	0.857173239	0.83346	0.9063125
cg07527467	19	1953811	0.462583333	0.84736	0.912767606	0.884	0.9446625
cg07531516	19	4566644	0.474033333	0.786625	0.88474507	0.76394	0.92195
cg07532353	16	85608659	0.185683333	0.32126	0.807302817	0.43218	0.9155125
cg07536072	19	1227141	0.471266667	0.6806925	0.861816901	0.59016	0.9330875
cg07540084	5	2537210	0.2139	0.70644	0.813823944	0.69216	0.9413
cg07549120	8	145758650	0.3766	0.830015	0.887843662	0.85434	0.948925
cg07551314	1	26190155	0.432933333	0.81149	0.88848169	0.7698	0.93695
cg07554771	10	131557157	0.220583333	0.6223275	0.867930986	0.5996	0.9145625
cg07555397	7	127314628	0.287083333	0.765445	0.815594366	0.73602	0.9301875
cg07555787	19	55611395	0.327483333	0.579805	0.861339437	0.62632	0.909875
cg07557215	2	132277798	0.352383333	0.7858825	0.88336338	0.83358	0.937075
cg07562039	10	135205162	0.4471	0.6463425	0.857380282	0.67332	0.9350125
cg07565018	15	72513609	0.4107	0.6135325	0.847591549	0.64002	0.9543
cg07568117	16	2139114	0.403566667	0.78786	0.810504225	0.7114	0.96635
cg07568313	1	120508705	0.488916667	0.75479	0.805135211	0.73898	0.9468375
cg07571637	22	51143260	0.4003	0.8146025	0.921649296	0.801	0.9563625
cg07574267	1	2238720	0.12875	0.6180975	0.924856338	0.52546	0.9716
cg07579109	22	23437461	0.332833333	0.6522575	0.903628169	0.68444	0.9254875
cg07583690	13	113424175	0.228233333	0.6399475	0.840192958	0.70536	0.91345
cg07588857	1	227163884	0.4251	0.6818475	0.923407042	0.77934	0.9395375
cg07592353	5	161113339	0.253333333	0.744195	0.882371831	0.85536	0.9165625
cg07593340	3	51737930	0.18215	0.693265	0.845377465	0.7388	0.900375
cg07593521	1	2225299	0.241333333	0.816725	0.904157746	0.89962	0.9213
cg07596819	4	184922382	0.202533333	0.3508175	0.849815493	0.49554	0.9182125
cg07611620	18	8710133	0.189016667	0.79609	0.901771831	0.86948	0.9233
cg07620571	2	155558382	0.281233333	0.7896075	0.864842254	0.79766	0.9243625
cg07621758	22	38300601	0.179983333	0.69005	0.822742254	0.74718	0.955725
cg07623058	5	2128976	0.498633333	0.840175	0.857050704	0.86398	0.956125
cg07623839	16	767530	0.46155	0.3063925	0.817856338	0.33102	0.94345
cg07628855	7	25100356	0.1849	0.737995	0.849764789	0.742	0.9473
cg07652482	16	1802271	0.342783333	0.78369	0.91881831	0.89492	0.96905
cg07664029	4	58050932	0.175983333	0.3991975	0.882187324	0.38728	0.970725
cg07665134	10	669071	0.152383333	0.360615	0.856294366	0.45396	0.9066125
cg07665487	8	132915715	0.438483333	0.6273925	0.857208451	0.56956	0.9451
cg07665907	16	29267847	0.47785	0.870075	0.936507042	0.9037	0.94905
cg07665929	5	171523225	0.137233333	0.6862825	0.819249296	0.6146	0.9556125
cg07672238	5	2112260	0.278933333	0.28052	0.869073239	0.3029	0.95445
cg07676093	11	65306116	0.482416667	0.575145	0.841847887	0.55462	0.9472125
cg07676300	19	11285258	0.313066667	0.838695	0.931529577	0.88758	0.955575
cg07679203	4	1993400	0.468616667	0.846935	0.950243662	0.84932	0.9410875
cg07689252	2	242714016	0.348466667	0.80514	0.838935211	0.81892	0.9249375
cg07694735	8	1877888	0.29955	0.6421675	0.853288732	0.6889	0.925075
cg07694806	3	18168406	0.4933	0.7401325	0.837126761	0.73554	0.91235
cg07696985	19	1975517	0.249433333	0.75889	0.886357746	0.8333	0.9635375
cg07697227	4	719908	0.20135	0.6469125	0.93596338	0.64286	0.9264
cg07699277	6	34004226	0.269416667	0.81727	0.917590141	0.87898	0.966425
cg07699351	15	31175400	0.3822	0.8644225	0.919126761	0.90084	0.9190125
cg07702637	16	671556	0.334533333	0.756915	0.89243662	0.69332	0.9535625
cg07706515	7	4830907	0.39545	0.7802525	0.969164789	0.73516	0.9640125
cg07706558	11	12183446	0.185733333	0.7842575	0.877602817	0.83572	0.9317875
cg07720334	2	25526752	0.178233333	0.69403	0.852384507	0.72406	0.9336125
cg07735920	10	2815547	0.26225	0.248485	0.848816901	0.32734	0.950625
cg07737063	11	1486341	0.106333333	0.34077	0.918102817	0.41912	0.9466875
cg07746960	19	42546662	0.282	0.8021225	0.939604225	0.79232	0.940725
cg07748741	10	99330056	0.41545	0.787955	0.870992958	0.81292	0.94595
cg07749442	16	85209157	0.37205	0.7709975	0.888607042	0.73526	0.9581625
cg07751770	16	1251787	0.352466667	0.7807725	0.868323944	0.8385	0.91
cg07753525	16	79030857	0.2565	0.7398075	0.893635211	0.64554	0.9314875
cg07762099	7	5267686	0.269183333	0.5590275	0.826653521	0.6453	0.9264
cg07762234	16	2261099	0.275883333	0.7382825	0.915976056	0.72278	0.97455
cg07764334	11	9915200	0.496916667	0.7546025	0.8599	0.75526	0.9276625
cg07775601	4	2388738	0.334116667	0.81519	0.886390141	0.86472	0.92085
cg07784054	22	50785141	0.201316667	0.5702775	0.884770423	0.61484	0.9181125
cg07787771	10	104341826	0.238183333	0.5925625	0.815569014	0.5781	0.96255
cg07788437	19	1799952	0.176183333	0.7239175	0.802921127	0.78362	0.968975
cg07788537	1	2799876	0.363716667	0.7404125	0.854229577	0.74868	0.9409875
cg07790747	16	56266223	0.422883333	0.3964775	0.877233803	0.47648	0.9576375
cg07799219	22	43901523	0.394283333	0.867365	0.931126761	0.91622	0.943875
cg07818422	13	52301946	0.469666667	0.441865	0.800585915	0.57742	0.9412125
cg07821676	12	124945965	0.250166667	0.6518475	0.865691549	0.70662	0.93945
cg07825681	1	95975755	0.289083333	0.783105	0.877529577	0.7525	0.9603625
cg07828612	1	174417175	0.411483333	0.432075	0.892235211	0.48378	0.9420375
cg07831164	16	10836225	0.226466667	0.7756125	0.825573239	0.81566	0.9409875
cg07837520	16	19871730	0.130216667	0.345545	0.839684507	0.48314	0.9219
cg07842327	1	2174725	0.24735	0.40655	0.897925352	0.49526	0.9528875
cg07857267	19	13396918	0.395083333	0.8096425	0.858591549	0.83924	0.9522
cg07858195	5	177853481	0.34375	0.8558525	0.964512676	0.88268	0.96625
cg07864976	16	72459595	0.073216667	0.1552175	0.941515493	0.21	0.971375
cg07870479	16	1813987	0.2733	0.674585	0.817995775	0.65096	0.922625
cg07876882	5	132151047	0.414983333	0.75384	0.904869014	0.82834	0.9243375
cg07885741	17	34812471	0.20635	0.732515	0.82665493	0.7815	0.9031125
cg07894846	19	1981143	0.416333333	0.80337	0.875415493	0.84506	0.912775
cg07901479	1	1353638	0.3355	0.712575	0.81638169	0.80312	0.9424625
cg07903001	2	8593963	0.414033333	0.762585	0.859677465	0.69562	0.9086
cg07912723	1	2032058	0.39135	0.772065	0.877492958	0.73714	0.9109
cg07917808	7	72419922	0.240983333	0.752665	0.869543662	0.76858	0.952075
cg07918736	19	10793775	0.4206	0.59933	0.854164789	0.59962	0.960275
cg07919431	10	133753257	0.315483333	0.752005	0.913977465	0.75904	0.9656125
cg07921030	10	133204161	0.471766667	0.846245	0.8846	0.85424	0.9392625
cg07926025	9	14722864	0.4827	0.7183275	0.822274648	0.70132	0.9381
cg07928191	4	1205359	0.238133333	0.7357975	0.873571831	0.7262	0.946975
cg07933035	10	131557294	0.324216667	0.6731975	0.914970423	0.6273	0.941475
cg07947459	1	19186245	0.333366667	0.8157825	0.86755493	0.86738	0.9369625
cg07948432	11	66102062	0.3824	0.81929	0.854709859	0.87572	0.9306
cg07955105	10	27639156	0.442383333	0.81488	0.811016901	0.82764	0.90745
cg07955887	18	8717926	0.220216667	0.7989175	0.890995775	0.88686	0.9340625
cg07956346	1	67001108	0.186183333	0.2647675	0.875161972	0.30976	0.9202625
cg07957471	10	49658574	0.457433333	0.8941125	0.967621127	0.94354	0.9509875
cg07960138	4	812884	0.170233333	0.752295	0.874435211	0.80522	0.9144875
cg07962620	1	229415135	0.17935	0.528405	0.860946479	0.64096	0.94235
cg07977490	16	15527940	0.188283333	0.3231575	0.819492958	0.3566	0.9497375
cg07981869	19	34174665	0.365483333	0.851795	0.89323662	0.88406	0.9256375
cg07982082	11	65414261	0.481516667	0.6775025	0.865830986	0.65984	0.9748625
cg07983394	10	405182	0.421416667	0.5292075	0.865573239	0.47534	0.9021375
cg07986222	10	134550649	0.363016667	0.8193775	0.91861831	0.86624	0.9544125
cg07987697	2	131674687	0.425916667	0.74877	0.898105634	0.73368	0.93185
cg07992457	17	71744924	0.237083333	0.83732	0.891243662	0.8846	0.9465875
cg07994487	16	1598866	0.20255	0.7451975	0.824257746	0.74998	0.950425
cg08001123	16	9943686	0.277266667	0.8143725	0.931156338	0.82226	0.9527375
cg08003810	16	3535037	0.369083333	0.7611775	0.903966197	0.83864	0.9560125
cg08006182	2	241831436	0.369216667	0.81394	0.826091549	0.84896	0.940175
cg08006512	1	179557960	0.429666667	0.81571	0.883819718	0.85172	0.9080625
cg08015762	14	100014785	0.17245	0.386355	0.912005634	0.49996	0.9584375
cg08019384	7	3920439	0.437266667	0.8044925	0.83816338	0.8575	0.913275
cg08026493	8	23430824	0.4234	0.7648925	0.815002817	0.74316	0.974525
cg08030078	17	79024718	0.407083333	0.772695	0.895902817	0.73906	0.903425
cg08032971	1	46972736	0.463716667	0.7361075	0.832891549	0.73078	0.9198125
cg08036796	19	5034282	0.478683333	0.5356075	0.856078873	0.57662	0.9369625
cg08037719	1	41962778	0.378533333	0.7430625	0.868290141	0.78082	0.9397125
cg08042322	12	104233595	0.28525	0.6713325	0.820873239	0.5931	0.953075
cg08053204	2	130636145	0.242383333	0.290105	0.844791549	0.35362	0.95345
cg08058160	2	7073095	0.488933333	0.379945	0.900829577	0.44846	0.9475375
cg08062174	11	674623	0.1665	0.8181875	0.925908451	0.90372	0.9633125
cg08063745	20	44690652	0.223533333	0.4699225	0.886346479	0.52902	0.965
cg08064683	4	187572844	0.138816667	0.1994675	0.828980282	0.25736	0.91405
cg08071719	13	113650155	0.299766667	0.7767725	0.848012676	0.75862	0.940275
cg08076955	17	46608462	0.126983333	0.236185	0.863046479	0.28388	0.9526375
cg08078058	19	41307140	0.261116667	0.5893575	0.875178873	0.61514	0.9522125
cg08080060	19	41307090	0.32375	0.5931325	0.821971831	0.6625	0.923825
cg08083757	11	133777831	0.369716667	0.7742025	0.936701408	0.68088	0.935525
cg08087034	16	90034285	0.310183333	0.77111	0.886861972	0.81598	0.928475
cg08093097	2	209054740	0.47805	0.310195	0.880177465	0.29658	0.970175
cg08094235	2	3463558	0.335666667	0.4287275	0.833487324	0.52158	0.9537375
cg08096367	15	95384471	0.195233333	0.8042325	0.81395493	0.88082	0.9072875
cg08106279	1	2060014	0.255483333	0.5306125	0.832591549	0.441	0.9474
cg08107735	1	6260360	0.440666667	0.48125	0.802474648	0.51284	0.9594125
cg08119256	13	113483183	0.230016667	0.77036	0.922787324	0.80444	0.96685
cg08122114	17	78444702	0.333966667	0.820415	0.952130986	0.81018	0.9617125
cg08127916	11	122643989	0.473466667	0.8250975	0.86816338	0.82768	0.9498125
cg08128418	11	1043916	0.371966667	0.7415025	0.82154507	0.75574	0.91375
cg08129093	11	17803389	0.20775	0.67658	0.827498592	0.64074	0.920025
cg08130630	1	2312475	0.211933333	0.8106475	0.812073239	0.88438	0.930725
cg08134592	11	1007447	0.376683333	0.868915	0.954940845	0.92208	0.9483875
cg08135718	7	101819329	0.22075	0.3336475	0.871066197	0.45258	0.9654375
cg08148458	20	62550714	0.284033333	0.6160525	0.900230986	0.61324	0.9503875
cg08153335	2	26541960	0.19635	0.6576375	0.830426761	0.73712	0.916775
cg08155116	17	79027207	0.272583333	0.2476425	0.816014085	0.2856	0.9090875
cg08170637	17	79988088	0.260816667	0.764335	0.832953521	0.81908	0.900475
cg08171022	11	70185278	0.205416667	0.4914225	0.847809859	0.48446	0.954625
cg08171336	8	144682400	0.337216667	0.7396025	0.830260563	0.7202	0.9384375
cg08171483	3	38010391	0.203966667	0.590885	0.802811268	0.47854	0.9440625
cg08176140	19	1255392	0.192	0.3823125	0.879285915	0.4853	0.954625
cg08183077	12	50990377	0.2586	0.693595	0.841983099	0.77994	0.91235
cg08186575	19	4371730	0.198016667	0.51481	0.822714085	0.55328	0.9263125
cg08187983	16	87670386	0.4829	0.8008725	0.937808451	0.74568	0.9371875
cg08197569	19	56040376	0.353816667	0.7169625	0.848198592	0.68766	0.92375
cg08199102	17	33923938	0.456716667	0.7706775	0.840783099	0.79398	0.91415
cg08203284	7	27171528	0.403916667	0.3830625	0.803477465	0.46986	0.926525
cg08209184	20	35444560	0.427083333	0.85437	0.955669014	0.87974	0.9535625
cg08210871	14	105676846	0.3671	0.7849825	0.869338028	0.81932	0.9551125
cg08211145	7	82074180	0.30265	0.732855	0.877370423	0.70208	0.9196125
cg08214329	16	1599072	0.340533333	0.8077225	0.849685915	0.82062	0.9380375
cg08217733	19	56164466	0.475933333	0.5638025	0.812108451	0.51492	0.9578375
cg08220753	16	648872	0.1868	0.78126	0.92215493	0.84256	0.969625
cg08220872	19	17613063	0.263416667	0.5484325	0.810664789	0.57432	0.9366
cg08221669	22	20236780	0.18415	0.7203025	0.851238028	0.719	0.9053125
cg08223225	3	60994171	0.477833333	0.414235	0.898467606	0.55712	0.9432875
cg08224682	5	92684164	0.43965	0.796825	0.857750704	0.80284	0.9239875
cg08226300	3	49695806	0.2394	0.6191875	0.82204507	0.5853	0.932225
cg08231664	14	102516632	0.346833333	0.763505	0.816084507	0.78744	0.9261125
cg08246632	12	132396826	0.225683333	0.5905575	0.800750704	0.65136	0.9112125
cg08246859	20	62421310	0.093916667	0.65138	0.81761831	0.7238	0.9132
cg08247612	1	160336486	0.330416667	0.724765	0.817998592	0.74318	0.9403125
cg08250787	7	4169604	0.313066667	0.7912675	0.947312676	0.82784	0.946675
cg08252804	2	202788592	0.215983333	0.6871125	0.831046479	0.76846	0.9129625
cg08256781	19	6135510	0.378683333	0.610435	0.869177465	0.70606	0.9394625
cg08258494	1	239987344	0.258533333	0.7548	0.932911268	0.74252	0.976575
cg08263387	22	46509531	0.481983333	0.7749925	0.854122535	0.80194	0.909525
cg08266839	11	691488	0.184916667	0.7324325	0.930053521	0.68002	0.9179625
cg08270023	12	132619174	0.472566667	0.7548275	0.864383099	0.68338	0.917825
cg08270567	1	2170956	0.331016667	0.7103	0.815908451	0.70582	0.9221125
cg08277921	14	96509376	0.2279	0.7805525	0.899825352	0.81952	0.9356625
cg08292050	14	55492636	0.392633333	0.472855	0.810343662	0.52758	0.904825
cg08293536	10	126715832	0.251566667	0.7864975	0.870452113	0.86114	0.9255625
cg08314543	17	8380278	0.441466667	0.7689525	0.926226761	0.7176	0.9500125
cg08322448	4	154147841	0.325466667	0.4465525	0.859939437	0.5614	0.9427375
cg08324703	10	679514	0.299483333	0.4563675	0.851787324	0.38274	0.945975
cg08327151	13	113435838	0.491866667	0.62693	0.883764789	0.74412	0.9393625
cg08330132	16	29232139	0.460533333	0.6293625	0.805202817	0.61836	0.937675
cg08332105	13	32599812	0.400583333	0.7381125	0.872853521	0.73314	0.91785
cg08345211	6	168811287	0.29005	0.4759875	0.854422535	0.50506	0.9504375
cg08361180	10	103432427	0.23375	0.3128675	0.83384507	0.46752	0.9649
cg08362592	15	69841259	0.20375	0.7133325	0.823001408	0.65306	0.953775
cg08367659	6	31601226	0.474683333	0.6914075	0.860221127	0.65976	0.953775
cg08379029	7	24873178	0.426833333	0.6137425	0.871246479	0.63808	0.91285
cg08380064	8	144610522	0.2756	0.6550725	0.804588732	0.7121	0.9462125
cg08384322	16	81094757	0.19475	0.657215	0.810630986	0.72246	0.912575
cg08389588	13	98742165	0.2154	0.763035	0.823415493	0.773	0.9315875
cg08393972	4	2372832	0.4769	0.8708475	0.95484507	0.88334	0.954875
cg08401628	16	85433676	0.137666667	0.7751975	0.911095775	0.8016	0.9014625
cg08413419	17	80288011	0.37355	0.59652	0.815069014	0.6203	0.904475
cg08419567	4	1495770	0.3874	0.81492	0.860640845	0.79022	0.9294625
cg08419879	6	151152916	0.290983333	0.7900125	0.915891549	0.83558	0.9168
cg08419921	16	87110129	0.303666667	0.79741	0.903922535	0.748	0.924575
cg08421080	12	130963378	0.196433333	0.799705	0.862869014	0.86386	0.9558
cg08441530	11	134025433	0.198816667	0.6732225	0.908580282	0.737	0.9567375
cg08444833	8	141574162	0.46815	0.8306575	0.909932394	0.8549	0.95805
cg08452095	3	134149264	0.189183333	0.7610875	0.859643662	0.85146	0.92385
cg08453263	11	16838675	0.381733333	0.82575	0.961366197	0.86336	0.9479125
cg08455719	1	234351342	0.2611	0.4928325	0.812692958	0.56766	0.928425
cg08455936	16	27781069	0.423516667	0.7822275	0.9112	0.80644	0.974475
cg08462835	11	17790285	0.23585	0.74367	0.914833803	0.79608	0.94885
cg08465708	1	57836927	0.477633333	0.825555	0.904928169	0.81932	0.9505875
cg08481873	2	241653301	0.45255	0.8036525	0.891502817	0.80628	0.93795
cg08497332	3	88040260	0.2885	0.79651	0.899373239	0.8499	0.9317875
cg08499756	16	1525669	0.434116667	0.7150675	0.860253521	0.70806	0.921
cg08500510	10	6216350	0.155366667	0.297485	0.821714085	0.42944	0.9600625
cg08503522	17	36708302	0.29585	0.762655	0.88088169	0.81938	0.9104375
cg08504029	8	141249567	0.446316667	0.7227	0.885864789	0.64394	0.9255625
cg08505222	22	51139277	0.175616667	0.7219925	0.820042254	0.7453	0.923825
cg08506113	6	31838664	0.319166667	0.720905	0.869466197	0.7924	0.9013875
cg08506138	11	61563548	0.258516667	0.7563325	0.897902817	0.7981	0.9543625
cg08515989	16	29912904	0.401416667	0.7519075	0.812915493	0.80262	0.9362125
cg08523456	19	16226402	0.132083333	0.255545	0.805112676	0.4059	0.9007625
cg08524190	3	128825270	0.200433333	0.7543475	0.836916901	0.78668	0.9415375
cg08524210	3	20887296	0.496533333	0.85921	0.906498592	0.88386	0.9276875
cg08527460	10	134341220	0.463516667	0.7681425	0.854691549	0.79106	0.957225
cg08532998	19	1425626	0.423316667	0.823355	0.890195775	0.88254	0.964125
cg08537794	12	132237138	0.383016667	0.7373625	0.887490141	0.74272	0.948325
cg08553539	22	36894057	0.369416667	0.7826625	0.882042254	0.8149	0.946275
cg08564340	2	218712737	0.25935	0.7224875	0.924642254	0.79706	0.9495625
cg08597733	20	60886158	0.337283333	0.8250875	0.910929577	0.8399	0.9375375
cg08610563	5	1476608	0.1979	0.6609125	0.821538028	0.74794	0.9528625
cg08611602	11	66113995	0.363483333	0.7986525	0.866414085	0.84102	0.964
cg08615533	12	3353356	0.266966667	0.7569975	0.884570423	0.7735	0.9579375
cg08617069	19	1919066	0.338666667	0.7964025	0.912073239	0.86174	0.9603625
cg08619669	19	49493463	0.35535	0.79892	0.87395493	0.81042	0.9279375
cg08621277	11	68271518	0.32735	0.7329675	0.81804507	0.77946	0.9527
cg08626605	16	1363957	0.425766667	0.888425	0.97665493	0.94226	0.975825
cg08627125	16	69385761	0.4885	0.8020775	0.808235211	0.82986	0.9127
cg08627624	10	70031114	0.489716667	0.601515	0.821101408	0.63808	0.9437125
cg08629267	2	239014798	0.389483333	0.810625	0.877077465	0.76892	0.9200375
cg08629884	4	1719983	0.295566667	0.8391075	0.820664789	0.86056	0.94815
cg08637446	11	2004118	0.14785	0.6815175	0.815343662	0.70732	0.965025
cg08644341	16	2382549	0.276983333	0.74483	0.857069014	0.75922	0.93255
cg08645225	7	779089	0.236766667	0.838445	0.925480282	0.914	0.9575625
cg08649286	2	23679420	0.438066667	0.8063825	0.936150704	0.74904	0.9643375
cg08650132	10	128275034	0.31885	0.4056175	0.841333803	0.40496	0.940575
cg08655871	4	79971408	0.104133333	0.732195	0.884474648	0.75086	0.9079625
cg08657589	6	31673939	0.33125	0.8279175	0.921514085	0.89346	0.970575
cg08660555	1	178508868	0.19765	0.44865	0.868743662	0.59562	0.9542625
cg08667600	3	29623882	0.4366	0.6690675	0.861508451	0.65548	0.9448
cg08670383	5	175257943	0.450983333	0.7686975	0.884773239	0.6888	0.95685
cg08696316	8	144236629	0.439866667	0.711985	0.834233803	0.74628	0.93425
cg08699794	16	1557513	0.177683333	0.6794425	0.849866197	0.66908	0.9270875
cg08714895	1	17996919	0.300283333	0.764265	0.966221127	0.74814	0.9642125
cg08715725	4	184922433	0.19865	0.4116075	0.853191549	0.55362	0.9430625
cg08715827	12	30672087	0.391333333	0.78907	0.815752113	0.78016	0.9304
cg08722695	2	74378750	0.49395	0.662105	0.803476056	0.6165	0.92505
cg08730131	17	12694843	0.289483333	0.7454275	0.889516901	0.69286	0.9418625
cg08730460	16	87354605	0.410816667	0.82019	0.909123944	0.86612	0.9657
cg08731067	11	3164631	0.270583333	0.7522325	0.87664507	0.74156	0.944825
cg08750807	16	70286329	0.486066667	0.603325	0.808292958	0.56802	0.9576125
cg08757721	17	72999242	0.498683333	0.892435	0.958966197	0.91994	0.953875
cg08758387	7	150801672	0.426666667	0.779875	0.881232394	0.79394	0.924275
cg08760128	16	4723507	0.247066667	0.7244425	0.874887324	0.73866	0.9761
cg08763422	4	1960364	0.396683333	0.84045	0.872140845	0.8707	0.932025
cg08768472	16	85689701	0.405616667	0.716045	0.85824507	0.69916	0.927725
cg08769073	11	12214804	0.2684	0.7881375	0.845983099	0.81422	0.9564875
cg08771114	11	1043852	0.3004	0.7326025	0.812480282	0.7488	0.9085625
cg08774545	13	112982228	0.394816667	0.7985175	0.802898592	0.82754	0.949925
cg08780680	13	24640963	0.305916667	0.6858375	0.809349296	0.70946	0.9259875
cg08799778	16	1017338	0.249716667	0.42371	0.802561972	0.39666	0.9464625
cg08808042	16	88053104	0.36535	0.7199375	0.854430986	0.73814	0.9398125
cg08815359	3	11606853	0.28265	0.60177	0.854511268	0.55866	0.9570375
cg08830105	16	524414	0.216116667	0.2893225	0.854926761	0.3922	0.9126375
