							als1	als2						
chr16	2140356	2140432		chr16	2140356	2140357	83.33333333	70	50	77.77777778	71.42857143	50	83.33333333	NA
chr16	2140356	2140432		chr16	2140417	2140418	NA	9.090909091	16.66666667	27.27272727	25	28.57142857	25	NA
chr16	2140356	2140432		chr16	2140418	2140419	NA	NA	NA	50	66.66666667	10	NA	NA
chr16	2140356	2140432		chr16	2140430	2140431	NA	58.33333333	33.33333333	63.63636364	66.66666667	71.42857143	41.66666667	NA
chr16	2140356	2140432		chr16	2140431	2140432	NA	NA	NA	50	NA	44.44444444	NA	NA
chr16	2168442	2168518		.	-1	-1	.	.	.	.	.	.	.	.
chr16	2261032	2261108		chr16	2261078	2261079	100	100	100	100	100	100	100	100
chr16	2261032	2261108		chr16	2261079	2261080	NA	81.81818182	100	100	100	100	100	100
chr16	2635787	2635863		.	-1	-1	.	.	.	.	.	.	.	.
chr16	2749421	2749497		.	-1	-1	.	.	.	.	.	.	.	.
chr16	3587108	3587184		.	-1	-1	.	.	.	.	.	.	.	.
chr16	3999113	3999189		.	-1	-1	.	.	.	.	.	.	.	.
chr16	4163744	4163820		chr16	4163766	4163767	87.5	77.77777778	83.33333333	87.5	77.77777778	100	90	75
chr16	4163744	4163820		chr16	4163767	4163768	NA	NA	85.71428571	100	NA	100	100	NA
chr16	12359222	12359298		chr16	12359271	12359272	NA	93.33333333	87.5	100	80	94.73684211	100	100
chr16	12359222	12359298		chr16	12359272	12359273	NA	100	100	100	100	100	NA	100
chr16	29196624	29196700		.	-1	-1	.	.	.	.	.	.	.	.
chr16	30385969	30386045		chr16	30386041	30386042	100	NA	90	75	100	100	100	NA
chr16	30385969	30386045		chr16	30386042	30386043	NA	NA	NA	100	NA	NA	NA	NA
chr16	46791001	46791077		chr16	46791027	46791028	NA	100	90.90909091	90.90909091	100	NA	100	100
chr16	46791001	46791077		chr16	46791028	46791029	100	100	96.66666667	92.30769231	100	100	100	100
chr16	49593951	49594027		.	-1	-1	.	.	.	.	.	.	.	.
chr16	49856693	49856769		chr16	49856723	49856724	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856727	49856728	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856740	49856741	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856749	49856750	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856753	49856754	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856756	49856757	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856761	49856762	NA	NA	NA	0	NA	NA	NA	NA
chr16	49856693	49856769		chr16	49856764	49856765	NA	NA	NA	0	NA	NA	NA	NA
chr16	56713696	56713772		chr16	56713728	56713729	100	100	NA	100	100	100	85.71428571	NA
chr16	56713696	56713772		chr16	56713729	56713730	100	88.88888889	100	90.90909091	100	NA	100	NA
chr16	57736055	57736131		.	-1	-1	.	.	.	.	.	.	.	.
chr16	58582413	58582489		.	-1	-1	.	.	.	.	.	.	.	.
chr16	65789472	65789548		.	-1	-1	.	.	.	.	.	.	.	.
chr16	66953357	66953433		chr16	66953398	66953399	100	100	92.30769231	NA	100	100	93.75	NA
chr16	66953357	66953433		chr16	66953399	66953400	NA	NA	100	100	100	NA	100	NA
chr16	66970502	66970578		.	-1	-1	.	.	.	.	.	.	.	.
chr16	67998980	67999056		chr16	67999040	67999041	14.28571429	16.66666667	NA	37.5	NA	25	NA	NA
chr16	67998980	67999056		chr16	67999041	67999042	NA	27.27272727	66.66666667	25	14.28571429	20	NA	NA
chr16	70562817	70562893		.	-1	-1	.	.	.	.	.	.	.	.
chr16	79030782	79030858		.	-1	-1	.	.	.	.	.	.	.	.
chr16	81214428	81214504		chr16	81214450	81214451	NA	100	83.33333333	100	100	NA	NA	100
chr16	81214428	81214504		chr16	81214451	81214452	NA	100	90	100	100	100	87.5	75
chr16	81806008	81806084		chr16	81806078	81806079	93.75	100	87.5	100	100	100	81.25	NA
chr16	81806008	81806084		chr16	81806079	81806080	100	100	90.90909091	90.90909091	92.85714286	91.30434783	84.61538462	88.88888889
chr16	84487003	84487079		chr16	84487011	84487012	100	NA	100	NA	NA	100	100	NA
chr16	84487003	84487079		chr16	84487012	84487013	NA	100	NA	84.61538462	NA	NA	NA	NA
chr16	85196661	85196737		chr16	85196698	85196699	NA	83.33333333	90	NA	NA	NA	100	NA
chr16	85196661	85196737		chr16	85196699	85196700	100	100	100	100	100	100	85.71428571	NA
chr16	85242874	85242950		chr16	85242904	85242905	NA	50	NA	NA	83.33333333	100	88.23529412	NA
chr16	85242874	85242950		chr16	85242905	85242906	15.38461538	50	81.81818182	100	84.61538462	100	100	100
chr16	86489251	86489327		.	-1	-1	.	.	.	.	.	.	.	.
chr16	87391786	87391862		chr16	87391801	87391802	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391805	87391806	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391809	87391810	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391812	87391813	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391825	87391826	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391831	87391832	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391834	87391835	NA	NA	NA	28.57142857	NA	NA	NA	NA
chr16	87391786	87391862		chr16	87391836	87391837	NA	NA	NA	0	NA	NA	NA	NA
chr16	87391926	87392002		.	-1	-1	.	.	.	.	.	.	.	.
chr16	87391954	87392030		.	-1	-1	.	.	.	.	.	.	.	.
chr16	87392001	87392077		chr16	87392054	87392055	NA	NA	NA	0	NA	NA	NA	NA
chr16	87392001	87392077		chr16	87392061	87392062	NA	NA	NA	0	NA	NA	NA	NA
chr16	88184946	88185022		chr16	88184967	88184968	66.66666667	NA	NA	NA	NA	100	NA	NA
chr16	88184946	88185022		chr16	88184968	88184969	100	100	95.45454545	100	95.23809524	100	100	NA
chr16	88184946	88185022		chr16	88184996	88184997	NA	NA	NA	NA	NA	100	NA	NA
chr16	88184946	88185022		chr16	88184997	88184998	71.42857143	100	95.65217391	NA	100	100	100	NA
chr16	88498057	88498133		.	-1	-1	.	.	.	.	.	.	.	.
chr16	88949910	88949986		chr16	88949934	88949935	85.71428571	100	88.88888889	91.66666667	100	85.71428571	83.33333333	NA
chr16	88949910	88949986		chr16	88949981	88949982	83.33333333	66.66666667	69.23076923	85.71428571	100	NA	100	NA
chr16	88949910	88949986		chr16	88949982	88949983	NA	88.88888889	NA	66.66666667	NA	NA	80	NA
chr16	88950122	88950198		chr16	88950157	88950158	NA	90	42.85714286	66.66666667	NA	58.33333333	50	NA
chr16	88950122	88950198		chr16	88950189	88950190	NA	NA	100	66.66666667	NA	66.66666667	NA	NA
chr16	88960186	88960262		.	-1	-1	.	.	.	.	.	.	.	.
chr16	89036623	89036699		chr16	89036697	89036698	NA	NA	71.42857143	NA	NA	NA	NA	NA
chr16	89151777	89151853		chr16	89151795	89151796	NA	100	100	100	NA	100	100	NA
chr16	89151777	89151853		chr16	89151796	89151797	100	100	100	83.33333333	100	100	NA	100
chr16	89151777	89151853		chr16	89151806	89151807	NA	100	100	100	NA	100	100	NA
chr16	89151777	89151853		chr16	89151807	89151808	100	100	100	100	100	86.66666667	NA	100
chr16	89151777	89151853		chr16	89151826	89151827	NA	100	100	100	NA	100	83.33333333	NA
chr16	89151777	89151853		chr16	89151827	89151828	100	100	87.5	85.71428571	100	92.85714286	100	NA
chr17	733801	733877		chr17	733830	733831	NA	100	NA	88.88888889	NA	64.28571429	83.33333333	NA
chr17	733801	733877		chr17	733831	733832	NA	92.30769231	90	NA	69.23076923	100	61.53846154	NA
chr17	805394	805470		chr17	805455	805456	NA	NA	NA	NA	NA	100	NA	NA
chr17	805394	805470		chr17	805456	805457	NA	90.90909091	83.33333333	81.81818182	83.33333333	NA	50	NA
chr17	872695	872771		chr17	872723	872724	NA	NA	NA	NA	NA	100	NA	NA
chr17	872695	872771		chr17	872724	872725	NA	87.5	100	87.5	87.5	100	92.30769231	100
chr17	872695	872771		chr17	872765	872766	NA	NA	NA	NA	NA	100	100	NA
chr17	872695	872771		chr17	872766	872767	NA	100	100	100	100	100	70	100
chr17	1437355	1437431		.	-1	-1	.	.	.	.	.	.	.	.
chr17	3500342	3500418		.	-1	-1	.	.	.	.	.	.	.	.
chr17	4489429	4489505		chr17	4489489	4489490	NA	NA	77.77777778	14.28571429	NA	57.14285714	75	NA
chr17	4489429	4489505		chr17	4489490	4489491	NA	50	57.14285714	14.28571429	NA	71.42857143	100	NA
chr17	4495660	4495736		chr17	4495698	4495699	80	100	80	88.88888889	83.33333333	83.33333333	66.66666667	42.85714286
chr17	7151900	7151976		chr17	7151939	7151940	100	92.30769231	93.33333333	100	90.90909091	100	100	100
chr17	7151900	7151976		chr17	7151940	7151941	100	91.66666667	91.66666667	77.77777778	NA	100	90.90909091	NA
chr17	7192865	7192941		chr17	7192924	7192925	NA	60	100	100	100	100	90	100
chr17	7192865	7192941		chr17	7192925	7192926	NA	NA	90	NA	NA	NA	NA	NA
chr17	7192865	7192941		chr17	7192932	7192933	100	80	100	100	87.5	100	100	100
chr17	7192865	7192941		chr17	7192933	7192934	NA	NA	100	NA	NA	NA	NA	NA
chr17	7480002	7480078		chr17	7480015	7480016	NA	NA	NA	0	NA	0	NA	NA
chr17	7480002	7480078		chr17	7480038	7480039	NA	NA	NA	0	NA	NA	NA	NA
chr17	7480002	7480078		chr17	7480039	7480040	NA	NA	NA	0	NA	0	NA	NA
chr17	10421560	10421636		.	-1	-1	.	.	.	.	.	.	.	.
chr17	10421835	10421911		chr17	10421871	10421872	62.5	70	82.35294118	92.30769231	66.66666667	81.81818182	72.72727273	NA
chr17	10421835	10421911		chr17	10421872	10421873	66.66666667	55.55555556	100	50	44.44444444	66.66666667	69.23076923	NA
chr17	10421835	10421911		chr17	10421904	10421905	80	50	84.61538462	66.66666667	93.33333333	88.88888889	76.92307692	83.33333333
chr17	10421835	10421911		chr17	10421905	10421906	50	50	40	80	100	NA	80	100
chr17	10453221	10453297		.	-1	-1	.	.	.	.	.	.	.	.
chr17	10560601	10560677		chr17	10560618	10560619	88.88888889	80	94.11764706	90.90909091	92.30769231	92.30769231	88.88888889	NA
chr17	10560601	10560677		chr17	10560619	10560620	100	84.61538462	78.57142857	100	79.16666667	94.11764706	84.61538462	NA
chr17	10560601	10560677		chr17	10560645	10560646	88.88888889	56.52173913	75	77.77777778	68.75	36.36363636	85.71428571	71.42857143
chr17	10560601	10560677		chr17	10560646	10560647	NA	58.33333333	87.5	66.66666667	72.72727273	46.66666667	66.66666667	NA
chr17	10560786	10560862		.	-1	-1	.	.	.	.	.	.	.	.
chr17	10560853	10560929		.	-1	-1	.	.	.	.	.	.	.	.
chr17	11461169	11461245		chr17	11461172	11461173	100	81.81818182	100	NA	100	NA	81.25	NA
chr17	11461169	11461245		chr17	11461173	11461174	NA	NA	100	NA	NA	100	NA	NA
chr17	11461169	11461245		chr17	11461179	11461180	100	81.81818182	100	NA	100	NA	61.11111111	NA
chr17	11461169	11461245		chr17	11461180	11461181	NA	NA	NA	NA	NA	83.33333333	NA	NA
chr17	11461169	11461245		chr17	11461221	11461222	66.66666667	71.42857143	85.71428571	75	100	100	63.15789474	NA
chr17	11461241	11461317		chr17	11461265	11461266	85.71428571	70	80	80	66.66666667	100	87.5	NA
chr17	11461497	11461573		.	-1	-1	.	.	.	.	.	.	.	.
chr17	12453202	12453278		.	-1	-1	.	.	.	.	.	.	.	.
chr17	15317549	15317625		chr17	15317558	15317559	NA	93.75	90.90909091	90.90909091	84.61538462	76.92307692	100	NA
chr17	15317549	15317625		chr17	15317559	15317560	NA	71.42857143	85.71428571	100	92.30769231	100	100	77.77777778
chr17	15317549	15317625		chr17	15317577	15317578	NA	100	100	100	75	100	100	NA
chr17	15317549	15317625		chr17	15317578	15317579	NA	100	93.33333333	91.66666667	100	92.85714286	100	75
chr17	15317549	15317625		chr17	15317612	15317613	NA	93.33333333	83.33333333	92.85714286	92.85714286	85.71428571	87.5	NA
chr17	15317549	15317625		chr17	15317613	15317614	NA	71.42857143	100	84.61538462	92.85714286	100	90	77.77777778
chr17	18854685	18854761		chr17	18854687	18854688	NA	84.21052632	73.68421053	92.85714286	100	84.61538462	100	100
chr17	18854685	18854761		chr17	18854688	18854689	85.71428571	100	92.30769231	100	85.71428571	91.66666667	95	83.33333333
chr17	18854724	18854800		chr17	18854797	18854798	100	100	91.66666667	88.88888889	72.72727273	100	84.61538462	NA
chr17	18854724	18854800		chr17	18854798	18854799	92.85714286	88.88888889	94.73684211	80	80	61.11111111	78.57142857	NA
chr17	27948431	27948507		chr17	27948457	27948458	NA	90	100	100	100	100	86.66666667	NA
chr17	27948431	27948507		chr17	27948458	27948459	NA	100	100	100	100	NA	81.81818182	NA
chr17	27953428	27953504		.	-1	-1	.	.	.	.	.	.	.	.
chr17	30348739	30348815		chr17	30348779	30348780	NA	100	100	NA	NA	100	100	NA
chr17	32366454	32366530		.	-1	-1	.	.	.	.	.	.	.	.
chr17	33474839	33474915		chr17	33474840	33474841	84.61538462	93.33333333	88.88888889	95	100	88.88888889	94.73684211	NA
chr17	33474839	33474915		chr17	33474841	33474842	NA	100	100	80	NA	100	92.30769231	NA
chr17	33474839	33474915		chr17	33474885	33474886	87.5	73.33333333	57.89473684	80	85.71428571	61.53846154	80	NA
chr17	33474839	33474915		chr17	33474886	33474887	57.14285714	80	78.57142857	100	NA	50	82.35294118	NA
chr17	33474956	33475032		chr17	33474965	33474966	NA	85.71428571	NA	75	NA	NA	57.14285714	NA
chr17	33474956	33475032		chr17	33474966	33474967	61.53846154	64.28571429	78.94736842	58.33333333	71.42857143	80.95238095	73.91304348	55.55555556
chr17	37813997	37814073		chr17	37814006	37814007	NA	83.33333333	NA	69.23076923	NA	90.90909091	100	NA
chr17	39573010	39573086		chr17	39573036	39573037	NA	85.71428571	100	85.71428571	NA	84.61538462	NA	100
chr17	39573010	39573086		chr17	39573037	39573038	NA	85.71428571	76.92307692	100	NA	NA	NA	NA
chr17	39573010	39573086		chr17	39573042	39573043	NA	100	87.5	87.5	NA	85.71428571	NA	87.5
chr17	39573010	39573086		chr17	39573043	39573044	NA	100	100	90	NA	NA	NA	NA
chr17	39573010	39573086		chr17	39573070	39573071	NA	90	100	88.88888889	NA	81.25	NA	87.5
chr17	39573010	39573086		chr17	39573071	39573072	NA	100	81.81818182	88.88888889	NA	NA	83.33333333	NA
chr17	39573010	39573086		chr17	39573078	39573079	NA	100	91.66666667	90	NA	80	100	100
chr17	39573010	39573086		chr17	39573079	39573080	NA	87.5	90.90909091	92.30769231	NA	NA	85.71428571	NA
chr17	39573010	39573086		chr17	39573080	39573081	NA	100	75	70	NA	84.61538462	100	85.71428571
chr17	39573010	39573086		chr17	39573081	39573082	NA	100	90.90909091	76.92307692	NA	NA	100	NA
chr17	40230011	40230087		.	-1	-1	.	.	.	.	.	.	.	.
chr17	40695611	40695687		.	-1	-1	.	.	.	.	.	.	.	.
chr17	40842729	40842805		chr17	40842773	40842774	100	95.65217391	71.42857143	100	100	92.85714286	83.33333333	100
chr17	40842729	40842805		chr17	40842774	40842775	83.33333333	81.81818182	87.5	90	NA	NA	NA	NA
chr17	41852499	41852575		chr17	41852518	41852519	50	40	55.55555556	0	17.64705882	NA	66.66666667	NA
chr17	41852499	41852575		chr17	41852519	41852520	42.85714286	62.5	NA	NA	30	44.44444444	33.33333333	NA
chr17	41852499	41852575		chr17	41852561	41852562	NA	100	100	100	90	NA	100	NA
chr17	41852499	41852575		chr17	41852562	41852563	77.77777778	NA	NA	NA	NA	100	100	NA
chr17	41852499	41852575		chr17	41852565	41852566	NA	55.55555556	87.5	33.33333333	80	NA	93.33333333	NA
chr17	41852499	41852575		chr17	41852566	41852567	100	NA	NA	NA	NA	50	87.5	NA
chr17	44347568	44347644		chr17	44347576	44347577	NA	NA	NA	100	NA	83.33333333	88.88888889	NA
chr17	44347568	44347644		chr17	44347577	44347578	NA	83.33333333	83.33333333	91.66666667	NA	100	85.71428571	83.33333333
chr17	44347568	44347644		chr17	44347578	44347579	NA	NA	NA	100	NA	83.33333333	100	NA
chr17	44347568	44347644		chr17	44347579	44347580	NA	NA	100	100	NA	100	100	100
chr17	55785012	55785088		.	-1	-1	.	.	.	.	.	.	.	.
chr17	56069492	56069568		.	-1	-1	.	.	.	.	.	.	.	.
chr17	59336998	59337074		chr17	59337014	59337015	NA	100	100	90.90909091	100	100	100	NA
chr17	59336998	59337074		chr17	59337015	59337016	NA	100	85.71428571	90	92.30769231	100	92.30769231	90
chr17	59336998	59337074		chr17	59337029	59337030	NA	NA	100	100	100	92.30769231	90.90909091	NA
chr17	59336998	59337074		chr17	59337030	59337031	NA	100	81.81818182	90.90909091	100	100	100	100
chr17	65039620	65039696		.	-1	-1	.	.	.	.	.	.	.	.
chr17	65040694	65040770		chr17	65040698	65040699	NA	83.33333333	NA	71.42857143	NA	NA	100	NA
chr17	65040694	65040770		chr17	65040699	65040700	100	92.30769231	100	92.85714286	100	100	100	100
chr17	65040694	65040770		chr17	65040712	65040713	NA	NA	NA	NA	NA	NA	100	NA
chr17	65040694	65040770		chr17	65040713	65040714	100	100	100	100	100	100	NA	NA
chr17	65040908	65040984		.	-1	-1	.	.	.	.	.	.	.	.
chr17	73056722	73056798		.	-1	-1	.	.	.	.	.	.	.	.
chr17	73151335	73151411		chr17	73151377	73151378	75	57.14285714	100	NA	92.85714286	86.66666667	100	57.14285714
chr17	73151335	73151411		chr17	73151378	73151379	NA	100	85.71428571	100	100	55.55555556	87.5	NA
chr17	74736327	74736403		chr17	74736356	74736357	NA	0	NA	0	NA	NA	NA	NA
chr17	74736327	74736403		chr17	74736357	74736358	NA	NA	NA	16.66666667	0	NA	0	NA
chr17	74736327	74736403		chr17	74736390	74736391	NA	12.5	NA	NA	NA	NA	NA	NA
chr17	74736327	74736403		chr17	74736391	74736392	NA	NA	NA	0	0	NA	NA	NA
chr17	76446776	76446852		.	-1	-1	.	.	.	.	.	.	.	.
chr17	76471487	76471563		chr17	76471518	76471519	NA	NA	NA	87.5	NA	NA	NA	NA
chr17	76471487	76471563		chr17	76471559	76471560	NA	100	NA	NA	NA	NA	NA	NA
chr17	76471487	76471563		chr17	76471560	76471561	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr17	77896509	77896585		chr17	77896537	77896538	88.88888889	81.81818182	77.77777778	66.66666667	90.90909091	NA	66.66666667	66.66666667
chr17	77896509	77896585		chr17	77896538	77896539	NA	NA	85.71428571	NA	NA	NA	NA	NA
chr17	77896509	77896585		chr17	77896547	77896548	100	60	55.55555556	57.14285714	90	NA	87.5	77.77777778
chr17	77896509	77896585		chr17	77896548	77896549	NA	NA	57.14285714	NA	NA	NA	NA	NA
chr17	77899604	77899680		.	-1	-1	.	.	.	.	.	.	.	.
chr17	78755766	78755842		.	-1	-1	.	.	.	.	.	.	.	.
chr17	78817567	78817643		chr17	78817627	78817628	100	92.30769231	100	87.5	100	100	100	NA
chr17	78817567	78817643		chr17	78817628	78817629	NA	NA	NA	NA	NA	100	NA	100
chr17	78817863	78817939		.	-1	-1	.	.	.	.	.	.	.	.
chr17	78819929	78820005		chr17	78819993	78819994	NA	77.77777778	83.33333333	91.66666667	NA	100	100	NA
chr17	78819929	78820005		chr17	78819994	78819995	NA	83.33333333	100	NA	100	100	91.66666667	100
chr17	78819929	78820005		chr17	78820004	78820005	NA	100	100	90.90909091	NA	100	87.5	NA
chr17	78935194	78935270		chr17	78935207	78935208	NA	100	NA	100	NA	NA	NA	NA
chr17	78935194	78935270		chr17	78935265	78935266	NA	NA	NA	100	NA	NA	NA	NA
chr17	79086280	79086356		chr17	79086293	79086294	NA	NA	NA	NA	NA	100	NA	NA
chr17	79086280	79086356		chr17	79086307	79086308	NA	71.42857143	NA	NA	NA	75	NA	NA
chr17	79086280	79086356		chr17	79086351	79086352	NA	NA	NA	NA	NA	87.5	NA	NA
chr17	79086280	79086356		chr17	79086352	79086353	NA	NA	NA	NA	NA	NA	100	NA
chr17	79792702	79792778		chr17	79792737	79792738	NA	NA	37.5	NA	25	NA	27.27272727	NA
chr17	79792702	79792778		chr17	79792738	79792739	9.090909091	NA	28.57142857	42.85714286	12.5	18.18181818	0	NA
chr17	79792861	79792937		.	-1	-1	.	.	.	.	.	.	.	.
chr17	79792909	79792985		.	-1	-1	.	.	.	.	.	.	.	.
chr17	79793133	79793209		chr17	79793138	79793139	NA	33.33333333	57.14285714	NA	NA	NA	NA	NA
chr17	79793133	79793209		chr17	79793148	79793149	NA	14.28571429	16.66666667	NA	NA	NA	NA	NA
chr17	79793133	79793209		chr17	79793151	79793152	NA	0	16.66666667	NA	NA	NA	NA	NA
chr17	79793133	79793209		chr17	79793161	79793162	NA	0	NA	NA	NA	NA	NA	NA
chr17	79865441	79865517		.	-1	-1	.	.	.	.	.	.	.	.
chr17	79899234	79899310		chr17	79899306	79899307	90	83.33333333	90.90909091	85.71428571	71.42857143	NA	90.90909091	NA
chr17	79899234	79899310		chr17	79899307	79899308	83.33333333	100	64.70588235	NA	75	72.72727273	91.66666667	NA
chr17	79976825	79976901		chr17	79976846	79976847	NA	NA	NA	66.66666667	NA	NA	NA	NA
chr17	79976825	79976901		chr17	79976847	79976848	100	NA	NA	100	NA	NA	92.30769231	NA
chr17	81014592	81014668		.	-1	-1	.	.	.	.	.	.	.	.
chr17	81016110	81016186		chr17	81016125	81016126	37.5	0	92.85714286	0	0	0	0	12.5
chr17	81016110	81016186		chr17	81016126	81016127	NA	NA	NA	0	NA	NA	NA	NA
chr18	3220031	3220107		.	-1	-1	.	.	.	.	.	.	.	.
chr18	3221417	3221493		.	-1	-1	.	.	.	.	.	.	.	.
chr18	7230962	7231038		.	-1	-1	.	.	.	.	.	.	.	.
chr18	19409089	19409165		chr18	19409113	19409114	NA	NA	NA	NA	NA	83.33333333	NA	NA
chr18	19409089	19409165		chr18	19409150	19409151	NA	NA	NA	NA	NA	100	NA	NA
chr18	37332925	37333001		chr18	37332982	37332983	NA	NA	75	100	NA	81.81818182	100	NA
chr18	37332925	37333001		chr18	37332983	37332984	100	100	NA	NA	100	100	83.33333333	NA
chr18	55922672	55922748		chr18	55922703	55922704	NA	NA	87.5	NA	100	NA	85.71428571	NA
chr18	55922672	55922748		chr18	55922704	55922705	NA	83.33333333	88.88888889	100	100	92.30769231	93.33333333	NA
chr18	55923047	55923123		.	-1	-1	.	.	.	.	.	.	.	.
chr18	55923930	55924006		.	-1	-1	.	.	.	.	.	.	.	.
chr18	56296168	56296244		.	-1	-1	.	.	.	.	.	.	.	.
chr18	56296421	56296497		.	-1	-1	.	.	.	.	.	.	.	.
chr18	67508591	67508667		.	-1	-1	.	.	.	.	.	.	.	.
chr18	74800005	74800081		.	-1	-1	.	.	.	.	.	.	.	.
chr18	74804181	74804257		.	-1	-1	.	.	.	.	.	.	.	.
chr18	76270892	76270968		chr18	76270932	76270933	75	NA	NA	NA	NA	100	100	NA
chr18	76270892	76270968		chr18	76270933	76270934	81.81818182	92.85714286	100	75	100	100	93.33333333	83.33333333
chr18	76270892	76270968		chr18	76270940	76270941	62.5	NA	NA	NA	NA	83.33333333	100	NA
chr18	76270892	76270968		chr18	76270941	76270942	90.90909091	100	100	100	100	100	80	50
chr18	76725420	76725496		chr18	76725471	76725472	83.33333333	100	88.88888889	85.71428571	72.72727273	93.33333333	81.25	100
chr18	76725420	76725496		chr18	76725472	76725473	71.42857143	83.33333333	83.33333333	81.81818182	91.66666667	85.71428571	80	70
chr18	77336126	77336202		chr18	77336166	77336167	NA	NA	NA	66.66666667	NA	100	NA	NA
chr18	77336126	77336202		chr18	77336167	77336168	NA	66.66666667	81.81818182	88.88888889	100	60	80	100
chr18	77336126	77336202		chr18	77336195	77336196	NA	NA	NA	NA	NA	0	NA	NA
chr18	77336126	77336202		chr18	77336196	77336197	NA	NA	NA	0	NA	11.11111111	NA	0
chr18	77609012	77609088		chr18	77609013	77609014	NA	NA	NA	100	NA	NA	NA	NA
chr18	77609012	77609088		chr18	77609048	77609049	NA	NA	NA	100	NA	NA	NA	NA
chr19	359997	360073		chr19	360072	360073	NA	NA	100	100	100	100	NA	NA
chr19	1152114	1152190		.	-1	-1	.	.	.	.	.	.	.	.
chr19	2046010	2046086		chr19	2046041	2046042	NA	100	100	NA	NA	100	100	NA
chr19	2046010	2046086		chr19	2046058	2046059	NA	100	100	NA	NA	100	NA	NA
chr19	2046010	2046086		chr19	2046076	2046077	NA	NA	NA	66.66666667	NA	NA	NA	NA
chr19	2046010	2046086		chr19	2046077	2046078	NA	90.90909091	100	NA	NA	87.5	NA	NA
chr19	2255387	2255463		chr19	2255421	2255422	NA	100	100	83.33333333	NA	100	NA	NA
chr19	2255387	2255463		chr19	2255442	2255443	NA	100	85.71428571	66.66666667	NA	85.71428571	NA	NA
chr19	2255421	2255497		chr19	2255421	2255422	NA	100	100	83.33333333	NA	100	NA	NA
chr19	2255421	2255497		chr19	2255442	2255443	NA	100	85.71428571	66.66666667	NA	85.71428571	NA	NA
chr19	2255421	2255497		chr19	2255464	2255465	NA	100	100	NA	NA	100	NA	NA
chr19	2255421	2255497		chr19	2255495	2255496	NA	100	100	NA	NA	NA	NA	NA
chr19	2255544	2255620		chr19	2255554	2255555	NA	NA	83.33333333	NA	NA	NA	NA	NA
chr19	2255583	2255659		chr19	2255621	2255622	NA	NA	100	100	NA	NA	NA	NA
chr19	2645848	2645924		chr19	2645849	2645850	83.33333333	100	87.5	100	NA	100	100	100
chr19	2645848	2645924		chr19	2645850	2645851	NA	100	NA	NA	NA	NA	NA	NA
chr19	2645848	2645924		chr19	2645852	2645853	83.33333333	100	94.11764706	88.88888889	NA	100	100	40
chr19	2645848	2645924		chr19	2645853	2645854	NA	88.88888889	NA	NA	NA	NA	NA	NA
chr19	2645848	2645924		chr19	2645881	2645882	85.71428571	100	93.33333333	100	NA	88.88888889	100	100
chr19	2645848	2645924		chr19	2645882	2645883	NA	88.88888889	NA	NA	NA	NA	NA	NA
chr19	2645848	2645924		chr19	2645916	2645917	100	100	100	100	NA	100	100	100
chr19	2645848	2645924		chr19	2645917	2645918	NA	100	NA	85.71428571	NA	NA	NA	NA
chr19	2774122	2774198		chr19	2774150	2774151	100	100	100	100	75	NA	100	NA
chr19	2774122	2774198		chr19	2774152	2774153	100	NA	100	83.33333333	100	NA	100	NA
chr19	2774122	2774198		chr19	2774166	2774167	NA	NA	100	100	100	NA	NA	NA
chr19	3942142	3942218		chr19	3942150	3942151	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942161	3942162	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942186	3942187	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942191	3942192	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942213	3942214	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942214	3942215	NA	NA	100	NA	NA	NA	NA	NA
chr19	3942142	3942218		chr19	3942217	3942218	NA	NA	100	NA	NA	NA	NA	NA
chr19	3958269	3958345		chr19	3958308	3958309	100	NA	NA	NA	NA	NA	NA	NA
chr19	3958269	3958345		chr19	3958318	3958319	100	NA	NA	NA	NA	NA	NA	NA
chr19	4345890	4345966		chr19	4345940	4345941	NA	66.66666667	NA	NA	NA	100	100	NA
chr19	4345890	4345966		chr19	4345941	4345942	NA	NA	NA	100	NA	NA	NA	NA
