CpG. Probe	chr	start	"Average of all tissues, not lung"	Fibrotic Average	Lung Average	Leukocyte Average
cg08544209	10	10837368	0.908444144	0.39115	0.896575	0.96525
cg08545826	12	57963953	0.941968468	-1	-1	0.940625
cg08548070	5	180035837	0.857175676	-1	-1	0.9302375
cg08571469	7	4798530	0.901633333	-1	-1	0.9634
cg08573003	7	154888477	0.931847748	-1	-1	0.934325
cg08580861	2	89371488	0.909033333	-1	-1	0.959125
cg08588859	8	128903227	0.944583784	-1	-1	0.943225
cg08607397	6	48842637	0.879987387	-1	-1	0.917175
cg08609445	5	1729137	0.915352252	-1	-1	0.944275
cg08610935	16	1836813	0.94914955	-1	-1	0.9473375
cg08619669	19	49493463	0.846915315	-1	-1	0.9279375
cg08622563	12	133612810	0.889213514	-1	-1	0.9079375
cg08638697	1	45454370	0.960140541	0.4575	0.944	0.9532375
cg08641514	7	25987606	0.880927027	-1	-1	0.9558375
cg08649013	4	10042198	0.907246847	0.339	0.8698	0.90555
cg08653369	3	150644434	0.912527027	-1	-1	0.935375
cg08671671	6	22569661	0.971255856	-1	-1	0.9646
cg08671746	3	129144173	0.8001	-1	-1	0.9212625
cg08672023	6	35423591	0.952545946	-1	-1	0.9528625
cg08672225	6	169559061	0.848392793	-1	-1	0.9211375
cg08684535	16	88105596	0.942781982	-1	-1	0.9156375
cg08691323	5	54826683	0.86527027	-1	-1	0.9011875
cg08691332	12	72142653	0.859702703	-1	-1	0.902275
cg08692705	11	686768	0.865972973	-1	-1	0.935075
cg08698913	10	132011654	0.97533964	-1	-1	0.9640375
cg08699341	13	114193224	0.890508108	-1	-1	0.9038125
cg08699640	2	240061327	0.966672973	0.466575	0.950025	0.9655875
cg08700893	2	875896	0.946241441	-1	-1	0.9522
cg08702740	7	157981275	0.934578378	-1	-1	0.9048
cg08710791	5	178160252	0.869472973	-1	-1	0.942875
cg08719605	1	38327818	0.926251351	-1	-1	0.9645875
cg08721931	2	110874344	0.848088288	-1	-1	0.9424125
cg08722638	2	43035419	0.883291892	-1	-1	0.9236
cg08723623	11	68541465	0.899047748	-1	-1	0.9626875
cg08725319	7	157334751	0.91190991	-1	-1	0.9436
cg08727972	1	148025634	0.879596396	-1	-1	0.940625
cg08728865	19	55458943	0.87050991	-1	-1	0.9635
cg08729442	6	36455639	0.85647027	-1	-1	0.9604375
cg08737770	8	106402818	0.807363063	-1	-1	0.93885
cg08757222	6	21824803	0.81574955	-1	-1	0.915825
cg08758387	7	150801672	0.844707207	0.403675	0.863175	0.924275
cg08760128	16	4723507	0.820672973	-1	-1	0.9761
cg08762273	6	26247270	0.904618919	-1	-1	0.9646
cg08763422	4	1960364	0.860720721	-1	-1	0.932025
cg08770358	13	48876684	0.888432432	-1	-1	0.9649875
cg08780106	10	29780366	0.90120991	-1	-1	0.939
cg08789134	4	6579201	0.952692793	-1	-1	0.9337125
cg08795861	17	38211681	0.909101802	-1	-1	0.957325
cg08802462	11	487611	0.876306306	-1	-1	0.9459625
cg08818224	X	152674595	0.87750991	-1	-1	0.9214125
cg08821715	10	46991996	0.914818919	0.434275	0.562875	0.9018125
cg08821874	11	1495128	0.950413514	-1	-1	0.9331125
cg08824220	10	135029294	0.914633333	-1	-1	0.9288625
cg08824343	10	134373098	0.917179279	-1	-1	0.94255
cg08835301	7	30585918	0.912374775	-1	-1	0.9561875
cg08847316	1	33625328	0.935068468	-1	-1	0.9310875
cg08850949	1	186264417	0.877737838	-1	-1	0.9314625
cg08854366	8	142229820	0.931706306	-1	-1	0.9382
cg08854599	11	71202779	0.95316036	-1	-1	0.9589375
cg08859411	6	31438205	0.8405	-1	-1	0.901125
cg08860443	6	128508152	0.837828829	-1	-1	0.905425
cg08864157	6	32280854	0.892699099	-1	-1	0.9732
cg08869682	10	3342964	0.912289189	-1	-1	0.90605
cg08876085	2	239360713	0.896758559	-1	-1	0.9140125
cg08879086	12	64795243	0.882197297	-1	-1	0.9227
cg08881585	3	116366327	0.858599099	-1	-1	0.901575
cg08882503	1	5959093	0.908989189	-1	-1	0.90705
cg08889243	1	57892830	0.885367568	-1	-1	0.90995
cg08889789	4	1305886	0.962253153	-1	-1	0.9652875
cg08891584	16	89151055	0.804867568	-1	-1	0.91565
cg08893109	7	6313050	0.80961982	-1	-1	0.9544125
cg08893298	7	16437376	0.877654054	-1	-1	0.9052875
cg08897952	11	126229062	0.813474775	-1	-1	0.9138
cg08909316	16	19194989	0.949654955	-1	-1	0.952325
cg08914129	7	6629002	0.837545045	-1	-1	0.905075
cg08920249	1	209405771	0.912999099	0.465725	0.9362	0.919125
cg08922148	12	120156140	0.923899099	-1	-1	0.9463
cg08929806	11	133916576	0.903706306	-1	-1	0.9366
cg08934976	5	1264529	0.941087387	-1	-1	0.9389
cg08937273	6	33419496	0.845662162	-1	-1	0.927675
cg08939942	2	202838362	0.922175676	-1	-1	0.9623125
cg08942004	10	105232723	0.821902703	-1	-1	0.924875
cg08942712	16	30430089	0.837372072	-1	-1	0.9284375
cg08948488	5	179501688	0.865313514	-1	-1	0.9270125
cg08958618	13	102986478	0.818383784	-1	-1	0.9174125
cg08964948	16	3860816	0.906018919	0.436325	0.90855	0.95935
cg08969823	10	112168493	0.929311712	-1	-1	0.9246625
cg08970208	10	129951597	0.88536036	-1	-1	0.9074875
cg08970651	5	176693511	0.952500901	-1	-1	0.9562875
cg08977032	12	4698317	0.911062162	0.41605	0.8969	0.94985
cg08984038	7	157641825	0.875075676	-1	-1	0.9031625
cg08993944	2	11758793	0.883458559	-1	-1	0.9135375
cg08994698	16	88595618	0.972435135	-1	-1	0.95695
cg08996709	2	168525214	0.888973874	-1	-1	0.9016625
cg09006898	12	124424413	0.866153153	-1	-1	0.913475
cg09008985	7	3577053	0.894804505	-1	-1	0.965675
cg09009349	16	3492724	0.868572072	-1	-1	0.92165
cg09009506	2	28216851	0.898091892	-1	-1	0.931925
cg09016768	11	118982033	0.880036937	-1	-1	0.944425
cg09016814	6	122765697	0.902521622	-1	-1	0.94025
cg09028651	1	16061414	0.806105405	-1	-1	0.9295875
cg09033286	16	88330716	0.859494595	-1	-1	0.9142875
cg09034736	1	150693464	0.895337838	-1	-1	0.910425
cg09035152	1	117730902	0.84396036	-1	-1	0.9302875
cg09038294	10	103002062	0.875944144	0.28615	0.743275	0.9744625
cg09040005	16	29643426	0.889118919	-1	-1	0.96095
cg09040034	6	33362567	0.844920721	-1	-1	0.902025
cg09042759	6	32134176	0.903698198	0.233625	0.6071	0.9328375
cg09044498	5	2564676	0.963663063	-1	-1	0.9478125
cg09050048	8	1423366	0.90608018	-1	-1	0.924725
cg09051235	8	7429853	0.969954054	-1	-1	0.9641875
cg09051560	6	35118158	0.886398198	-1	-1	0.9324625
cg09051663	8	52320944	0.916263063	-1	-1	0.954225
cg09056495	4	3690828	0.845115315	-1	-1	0.9105625
cg09071040	12	49358690	0.844137838	-1	-1	0.9118
cg09080553	7	25891005	0.927992793	0.463425	0.886175	0.9349125
cg09094952	17	42854741	0.891955856	-1	-1	0.936575
cg09099391	X	100285384	0.854197297	-1	-1	0.949425
cg09128829	2	236676072	0.941974775	-1	-1	0.9345
cg09143959	10	677269	0.910526126	-1	-1	0.9542
cg09148985	8	355822	0.891513514	-1	-1	0.9366
cg09151061	5	71804628	0.914685586	-1	-1	0.9578875
cg09156542	13	112164701	0.828858559	-1	-1	0.9528
cg09160461	10	1067372	0.921593694	-1	-1	0.954275
cg09173743	X	104465196	0.863443243	0.4569	0.955425	0.91775
cg09196565	17	7466727	0.889514414	-1	-1	0.900975
cg09201525	16	111871	0.956227027	0.4846	0.9764	0.976575
cg09205599	10	121214780	0.894018919	-1	-1	0.929375
cg09213403	16	30536482	0.951864865	0.481525	0.973425	0.951625
cg09214456	7	44279245	0.952730631	0.477525	0.9743	0.9573
cg09227190	10	43398162	0.875384685	-1	-1	0.918175
cg09229931	11	3401500	0.936099099	-1	-1	0.973875
cg09231031	16	88310707	0.901383784	0.440225	0.897225	0.9561625
cg09231767	11	133808630	0.889814414	-1	-1	0.914825
cg09232021	16	79630003	0.825001802	-1	-1	0.9421375
cg09234543	2	240090592	0.860351351	-1	-1	0.9015375
cg09234973	2	113975820	0.862652252	-1	-1	0.92725
cg09235125	6	158902197	0.955298198	-1	-1	0.943075
cg09242747	6	142007795	0.894037838	-1	-1	0.9263375
cg09247294	4	40045115	0.914886486	-1	-1	0.9497125
cg09250199	1	92415145	0.906877477	-1	-1	0.91715
cg09251492	1	3701070	0.920963964	-1	-1	0.952425
cg09253830	4	8389097	0.898309009	-1	-1	0.901
cg09259581	2	88824246	0.890668468	-1	-1	0.9368125
cg09268125	16	67695975	0.909675676	-1	-1	0.96705
cg09270366	10	134587114	0.942189189	-1	-1	0.9223625
cg09275406	1	62786082	0.921404505	-1	-1	0.95845
cg09283977	2	240082420	0.865200901	-1	-1	0.9072
cg09312446	16	2051647	0.948617117	-1	-1	0.9275625
cg09313436	12	49960191	0.920645045	-1	-1	0.9435375
cg09315172	1	1860133	0.851981982	-1	-1	0.9264375
cg09319367	12	12605426	0.91947027	-1	-1	0.9309
cg09325012	3	112343034	0.912237838	-1	-1	0.9649875
cg09337563	11	126197972	0.92361982	-1	-1	0.956375
cg09343192	10	65132857	0.902833333	-1	-1	0.9467
cg09347252	7	158281613	0.917707207	-1	-1	0.9338375
cg09353345	15	78918560	0.816774775	0.34735	0.876125	0.910825
cg09353999	4	117520552	0.966707207	-1	-1	0.9708625
cg09354487	1	10802038	0.917663063	-1	-1	0.9170875
cg09361470	17	60744792	0.917075676	-1	-1	0.96885
cg09362273	1	108286027	0.920048649	-1	-1	0.9405
cg09367696	2	220420805	0.976564865	-1	-1	0.97665
cg09369535	12	128245800	0.859345946	-1	-1	0.94415
cg09379492	10	126312050	0.88645045	-1	-1	0.909375
cg09380000	7	2650132	0.93137027	0.46465	0.88615	0.942775
cg09386771	16	1730594	0.882914414	-1	-1	0.9684125
cg09387179	5	79596319	0.882958559	-1	-1	0.901475
cg09387732	7	98987361	0.865881982	-1	-1	0.9168125
cg09392658	2	187826872	0.943024324	-1	-1	0.9162125
cg09396068	15	22940794	0.96970991	-1	-1	0.9717125
cg09396234	6	164341239	0.912818919	-1	-1	0.90065
cg09396676	7	158803767	0.862211712	-1	-1	0.9112125
cg09398082	7	3991287	0.91089009	-1	-1	0.91945
cg09405463	11	85519653	0.886168468	-1	-1	0.9360625
cg09407322	4	159850156	0.947509009	-1	-1	0.9274625
cg09414708	2	201643496	0.882167568	-1	-1	0.9156875
cg09427369	3	32210781	0.836716216	-1	-1	0.9033375
cg09436067	3	185689507	0.963354955	0.471425	0.965325	0.9454875
cg09436190	3	108837052	0.96799009	-1	-1	0.9654375
cg09443401	19	4944473	0.961600901	-1	-1	0.9583
cg09443652	19	36214670	0.974757658	-1	-1	0.9752
cg09447786	4	1594089	0.947171171	-1	-1	0.9591875
cg09451412	11	63775894	0.939967568	-1	-1	0.928975
cg09457725	6	30529736	0.874728829	-1	-1	0.9422125
cg09461648	11	67262714	0.837015315	-1	-1	0.9196625
cg09463522	13	73394541	0.872755856	-1	-1	0.9371875
cg09475741	3	42577716	0.917507207	-1	-1	0.9118125
cg09476099	10	27535362	0.914564865	0.427225	0.845325	0.9556875
cg09480297	10	114678204	0.889653153	-1	-1	0.9453125
cg09480899	17	26735428	0.920413514	-1	-1	0.9697875
cg09481866	17	75373040	0.911194595	-1	-1	0.9477125
cg09484580	10	87898628	0.968877477	-1	-1	0.9434125
cg09501469	19	887272	0.838161261	-1	-1	0.961375
cg09514524	8	145729799	0.872793694	0.4892	0.98245	0.973175
cg09514875	11	58389438	0.814090991	-1	-1	0.902075
cg09520126	7	158802720	0.893381982	-1	-1	0.9527125
cg09523601	16	66308269	0.892032432	-1	-1	0.9505375
cg09529647	2	235951798	0.924306306	-1	-1	0.9371875
cg09529821	11	1669581	0.964654054	-1	-1	0.965775
cg09542088	7	75863085	0.869197297	-1	-1	0.9407
cg09542997	5	179621502	0.904422523	-1	-1	0.931375
cg09545478	10	15254794	0.879657658	-1	-1	0.90485
cg09547042	3	9036153	0.898405405	-1	-1	0.94905
cg09551502	4	7148851	0.886138739	-1	-1	0.9328125
cg09554513	3	118891711	0.922228829	-1	-1	0.962775
cg09559163	10	130298860	0.946714414	-1	-1	0.93805
cg09560723	5	1769068	0.963813514	-1	-1	0.968075
cg09563617	6	134374917	0.894638739	-1	-1	0.917175
cg09567013	8	2046805	0.90498018	-1	-1	0.9689125
cg09570673	1	203631478	0.921927928	-1	-1	0.976
cg09585906	7	136671798	0.900562162	-1	-1	0.9367
cg09593291	4	179734220	0.958144144	0.46525	0.961125	0.950225
cg09596722	2	232525772	0.847430631	-1	-1	0.913575
cg09602400	8	144400386	0.912126126	-1	-1	0.9057
cg09604489	8	22994223	0.895714414	-1	-1	0.9080375
cg09613130	2	903676	0.91445045	0.41815	0.909675	0.9501625
cg09614629	7	157985057	0.959263964	-1	-1	0.9614
cg09618974	11	5729307	0.85425045	-1	-1	0.9106125
cg09619488	7	155817478	0.941445946	-1	-1	0.9612
cg09636079	10	105331513	0.970623423	0.485375	0.98385	0.972075
cg09638798	12	131554891	0.868383784	-1	-1	0.9236875
cg09639132	11	46818454	0.882765766	-1	-1	0.9115375
cg09646073	16	48632769	0.898732432	-1	-1	0.9343375
cg09646336	6	32339511	0.909462162	-1	-1	0.95545
cg09647110	2	44772303	0.810706306	-1	-1	0.940075
cg09649586	11	128807835	0.817871171	-1	-1	0.9156375
cg09667067	10	2453191	0.909336036	-1	-1	0.9754875
cg09671371	3	139079976	0.877926126	-1	-1	0.9589875
cg09674469	1	247803688	0.878822523	-1	-1	0.916925
cg09700512	7	141618194	0.916927027	0.434	0.920575	0.957775
cg09700984	3	176838579	0.90037027	-1	-1	0.925675
cg09702914	19	15484129	0.875492793	-1	-1	0.9001625
cg09704885	8	57120783	0.833456757	0.409725	0.82495	0.924225
cg09705922	16	1707023	0.866287387	-1	-1	0.9050125
cg09717566	2	173946158	0.91594955	-1	-1	0.96425
cg09718987	2	75275351	0.830641441	-1	-1	0.9570125
cg09719693	6	84234010	0.914953153	-1	-1	0.9407625
cg09726726	2	23850540	0.870010811	-1	-1	0.9026375
cg09727944	6	119390712	0.902667568	-1	-1	0.948525
cg09728927	2	231859514	0.916477477	-1	-1	0.941725
cg09733864	7	158809018	0.868673874	-1	-1	0.9492125
cg09734541	12	64475892	0.883977477	-1	-1	0.9197
cg09743168	11	110767525	0.907901802	-1	-1	0.9520875
cg09752021	16	15222526	0.913884685	0.4497	0.9653	0.9132875
cg09758975	6	30166532	0.9768	-1	-1	0.9685
cg09759737	7	158037881	0.925840541	-1	-1	0.9145875
cg09762648	4	189258068	0.912927027	-1	-1	0.9410375
cg09768294	6	122004024	0.962772072	-1	-1	0.9469125
cg09771916	12	132673274	0.968810811	-1	-1	0.975975
cg09774179	6	36652043	0.941346847	0.48	0.9758	0.97195
cg09781747	6	32297633	0.876168468	0.381075	0.860325	0.9372625
cg09781932	11	117651301	0.941663964	0.4541	0.963475	0.9569625
cg09802186	16	88184998	0.826727928	0.361225	0.29415	0.9052875
cg09804944	1	89616547	0.87323964	-0.0462	0.8808	0.9262875
cg09813762	1	54684023	0.81205045	-1	-1	0.9312125
cg09817641	11	35845023	0.89935045	-1	-1	0.954175
cg09819759	1	154930232	0.84688018	-1	-1	0.94435
cg09824889	3	121311075	0.90869009	-1	-1	0.9580375
cg09826697	5	1325156	0.893003604	-1	-1	0.9368375
cg09826857	7	92167323	0.834301802	-1	-1	0.9183
cg09827812	16	48221499	0.874317117	-1	-1	0.9026875
cg09828061	2	3754534	0.851136036	-1	-1	0.9314125
cg09829013	2	215572390	0.836915315	-1	-1	0.9182375
cg09832237	7	152241945	0.88873964	-1	-1	0.94755
cg09840328	2	206375718	0.86088018	-1	-1	0.9153
cg09843869	7	148297082	0.886493694	-1	-1	0.93965
cg09845883	1	154197610	0.878704505	-1	-1	0.9655375
cg09846818	10	134563551	0.918759459	-1	-1	0.9634625
cg09852427	1	17973011	0.888200901	-1	-1	0.919025
cg09852493	15	87101438	0.917767568	-1	-1	0.9151375
cg09852955	19	10221144	0.849377477	-1	-1	0.9494375
cg09856284	7	76992842	0.931330631	-1	-1	0.9611
cg09862543	6	31760006	0.873210811	-1	-1	0.91435
cg09862616	5	122736738	0.948231532	-1	-1	0.92645
cg09866712	14	24673830	0.877145045	-1	-1	0.9522375
cg09868359	21	43230669	0.974371171	-1	-1	0.9726875
cg09869858	12	48120416	0.920216216	-1	-1	0.965325
cg09872523	10	121001024	0.880210811	-1	-1	0.9450625
cg09873282	7	1070111	0.932978378	-1	-1	0.9452
cg09873409	7	132095782	0.80731982	-1	-1	0.931225
cg09884940	7	150741161	0.903336036	-1	-1	0.9626375
cg09889920	15	52333688	0.90957027	-1	-1	0.9515875
cg09890687	1	36641984	0.859837838	-1	-1	0.97365
cg09903628	10	129145558	0.880076577	-1	-1	0.9157375
cg09908014	12	106170083	0.90196036	-1	-1	0.903
cg09909381	11	1258184	0.972587387	-1	-1	0.9712125
cg09914182	7	1484026	0.972442342	0.464225	0.956275	0.9636125
cg09916466	2	241498161	0.902128829	-1	-1	0.9413
cg09917026	16	1411968	0.953154054	-1	-1	0.9726
cg09919727	14	105286678	0.942907207	0.453475	0.93575	0.92405
cg09919735	16	54545884	0.924859459	-1	-1	0.9411625
cg09921214	16	30567105	0.935479279	-1	-1	0.9177625
cg09921682	7	50133131	0.967171171	-1	-1	0.971125
cg09922612	2	50055492	0.87949009	-1	-1	0.9014625
cg09928157	13	114054316	0.908381081	0.443825	0.876825	0.926025
cg09929930	7	150828583	0.821408108	-1	-1	0.964725
cg09934782	10	13516746	0.885769369	-1	-1	0.9173125
cg09935495	6	31690157	0.837118919	-1	-1	0.9411125
cg09944697	14	105685660	0.948757658	0.462925	0.9437	0.9502625
cg09950076	2	234599988	0.85141982	-1	-1	0.9614625
cg09954195	14	93531284	0.873554054	-1	-1	0.9312
cg09974041	8	10273890	0.964255856	-1	-1	0.9654375
cg09976564	22	31531346	0.897461261	-1	-1	0.936425
cg09990454	6	31616671	0.888468468	0.400275	0.86505	0.9510125
cg09992998	8	144900681	0.888074775	-1	-1	0.9536
cg09997749	19	53754612	0.901417117	-1	-1	0.9494875
cg10001646	14	24683737	0.886823423	-1	-1	0.9546625
cg10001848	6	27969108	0.907135135	-1	-1	0.958625
cg10005961	7	151073760	0.896972072	-1	-1	0.9361875
cg10011856	1	95191578	0.911779279	-1	-1	0.907625
cg10013121	6	42227422	0.822381081	-1	-1	0.9079625
cg10017619	1	36557120	0.824951351	-1	-1	0.9169625
cg10021156	1	205720263	0.872734234	-1	-1	0.91455
cg10024406	12	120152022	0.856045045	-1	-1	0.9631375
cg10039160	1	204955638	0.848267568	-1	-1	0.9332
cg10040969	6	31373213	0.827103604	-1	-1	0.9026875
cg10046401	10	21797191	0.914679279	-1	-1	0.9421125
cg10054025	20	4204693	0.87752973	-1	-1	0.9006125
cg10055817	10	1229050	0.907087387	-1	-1	0.916425
cg10058892	1	116690992	0.89125045	-1	-1	0.9151375
cg10066681	X	152486172	0.905727928	-1	-1	0.9517375
cg10074413	8	52320799	0.95007027	-1	-1	0.923225
cg10079093	16	58079327	0.924210811	-1	-1	0.975125
cg10084251	22	46696497	0.90980991	-1	-1	0.9458
cg10085305	17	77704942	0.884648649	-1	-1	0.9085125
cg10100652	10	91589501	0.930137838	-1	-1	0.97345
cg10108612	1	19203999	0.945906306	0.45435	0.873075	0.9630625
cg10110652	6	29589927	0.905881081	-1	-1	0.923475
cg10112711	12	75713118	0.837468468	-1	-1	0.907225
cg10134651	19	15539926	0.879076577	-1	-1	0.9583625
cg10145135	1	6653507	0.930359459	-1	-1	0.9465625
cg10145449	8	145101671	0.826906306	-1	-1	0.9522875
cg10147096	15	63068102	0.903956757	-1	-1	0.9288125
cg10153250	15	99671805	0.95834955	-1	-1	0.9571
cg10160539	2	162875880	0.88100991	-1	-1	0.9165375
cg10162958	13	113673671	0.94331982	-1	-1	0.9388125
cg10163329	13	28190504	0.923801802	-1	-1	0.96255
cg10163371	16	88009054	0.942391892	-1	-1	0.9785375
cg10164238	16	202368	0.886663964	-1	-1	0.959375
cg10172319	6	56983365	0.8999	-1	-1	0.9428
cg10174797	19	8464628	0.921124324	-1	-1	0.9592
cg10178270	2	1913552	0.837332432	-1	-1	0.9323875
cg10186768	16	3613274	0.963004505	-1	-1	0.9688875
cg10193997	16	7813190	0.936959459	-1	-1	0.9539875
cg10207999	6	43588662	0.803423423	0.387725	0.85595	0.9131875
cg10208113	1	1179747	0.884117117	-1	-1	0.945925
cg10209068	6	106298492	0.826678378	0.415525	0.8902	0.9533625
cg10214447	10	129145677	0.893946847	-1	-1	0.9358125
cg10220637	2	190535214	0.856972072	-1	-1	0.9546375
cg10221068	19	55857857	0.85378018	-1	-1	0.9069125
cg10224581	13	114742421	0.917784685	0.430575	0.906425	0.9386
cg10239988	3	114649487	0.927130631	-1	-1	0.9101125
cg10241247	2	143371041	0.893934234	-1	-1	0.908675
cg10244594	12	13376594	0.822372973	-1	-1	0.937125
cg10252235	14	102508959	0.907216216	-1	-1	0.9460875
cg10255486	2	121726317	0.949116216	-1	-1	0.9463375
cg10271186	11	70908897	0.916030631	-1	-1	0.957225
cg10279535	2	129250911	0.946612613	-1	-1	0.9796875
cg10280035	2	98827491	0.856807207	-1	-1	0.9549125
cg10281996	11	69290977	0.823958559	-1	-1	0.9456375
cg10286711	8	1306951	0.904254054	-1	-1	0.95265
cg10292403	3	194790491	0.916764865	-1	-1	0.9620625
cg10301657	X	152083021	0.823597297	-1	-1	0.93305
cg10308027	8	42291319	0.897533333	-1	-1	0.936425
cg10311549	10	135272056	0.936527928	-1	-1	0.9461625
cg10314909	1	2524890	0.831888288	0.36765	0.6542	0.93325
cg10317778	4	6890977	0.943734234	-1	-1	0.955325
cg10317827	7	1809087	0.954969369	-1	-1	0.9501875
cg10318066	2	74045551	0.929776577	0.4077	0.87245	0.932325
cg10318825	7	75611554	0.932524324	-1	-1	0.9566875
cg10322124	8	74331865	0.879552252	-1	-1	0.944
cg10334247	13	113660473	0.862465766	-1	-1	0.931225
cg10337290	15	79056515	0.845220721	-1	-1	0.909025
cg10351692	7	75053196	0.956232432	-1	-1	0.94485
cg10356601	8	145998712	0.843164865	-1	-1	0.9717375
cg10357368	13	109055049	0.880975676	-1	-1	0.931225
cg10370375	17	72435035	0.879709009	-1	-1	0.9626375
cg10372751	12	42680888	0.881504505	-1	-1	0.90485
cg10376517	1	18153059	0.829416216	-1	-1	0.9042625
cg10377644	16	590582	0.899271171	-1	-1	0.941375
cg10379992	13	25404299	0.847987387	-1	-1	0.9088875
cg10381354	11	12301285	0.84534955	-1	-1	0.909725
cg10389914	2	234238201	0.819622523	-1	-1	0.91795
cg10393086	1	210273696	0.901853153	-1	-1	0.9467125
cg10396041	7	102470281	0.905127027	-1	-1	0.9716
cg10396281	7	37243747	0.926894595	0.47205	0.960125	0.9442875
cg10402222	8	1106442	0.88244955	-1	-1	0.941225
cg10405205	11	70261230	0.885786486	-1	-1	0.9041375
cg10408178	14	72219272	0.863681982	0.43285	0.957275	0.939725
cg10414052	4	187455830	0.923936937	-1	-1	0.9562375
cg10414177	13	51381839	0.886436036	-1	-1	0.931425
cg10423743	8	42292791	0.863547748	-1	-1	0.946775
cg10424264	5	180056301	0.888765766	-1	-1	0.9232
cg10430348	7	156467294	0.872732432	-1	-1	0.9372
cg10433273	6	117800018	0.876259459	-1	-1	0.93685
cg10443978	8	1854947	0.917956757	-1	-1	0.95385
cg10444066	16	10856165	0.979628829	-1	-1	0.972075
cg10448329	10	1577404	0.924447748	-1	-1	0.9749625
cg10451314	10	7344073	0.929718919	-1	-1	0.973975
cg10453541	8	126353972	0.861659459	0.4045	0.894175	0.90975
cg10462356	12	117593386	0.879946847	-1	-1	0.9382375
cg10475172	3	45927914	0.887845946	-1	-1	0.930625
cg10475468	5	646259	0.937983784	-1	-1	0.9573875
cg10477711	2	120754757	0.916292793	-1	-1	0.91185
cg10478996	2	237011592	0.845425225	0.40395	0.87035	0.9537125
cg10486439	11	68919970	0.887388288	-1	-1	0.9446125
cg10486865	17	64355892	0.828018018	-1	-1	0.9037875
cg10494449	10	134596049	0.908716216	0.44375	0.929075	0.9121125
cg10499102	6	564040	0.926344144	0.4625	0.923925	0.9477625
cg10506618	3	42246902	0.881112613	0.488825	0.441125	0.9606625
cg10506715	14	100793557	0.902145946	-1	-1	0.9247625
cg10514795	1	169258066	0.902881982	-1	-1	0.931675
cg10516465	14	102695515	0.929078378	0.423225	0.8601	0.9474375
cg10521536	1	1851474	0.875787387	-1	-1	0.9466375
cg10522587	1	120166026	0.935045946	-1	-1	0.9133875
cg10526431	2	242794928	0.968784685	-1	-1	0.9727125
cg10528201	7	64178386	0.947748649	-1	-1	0.9352125
cg10528559	10	13836757	0.902254054	-1	-1	0.945175
cg10536346	7	136849262	0.952336937	-1	-1	0.9542875
cg10539936	14	70499985	0.817521622	-1	-1	0.9393625
