chr	start	end	not_musc_avg	musc_average	dist	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366915	88366916	NA	NA	7	0	8	1	5	1	9	0	10	0	11	0	9	0
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366916	88366917	NA	NA	NA	NA	NA	NA	12	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366927	88366928	NA	NA	6	0	8	1	6	0	9	0	8	0	7	1	8	1
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366928	88366929	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366971	88366972	NA	NA	6	0	10	0	NA	NA	6	0	7	0	7	0	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366979	88366980	NA	NA	5	1	10	0	NA	NA	7	0	5	2	7	0	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366986	88366987	NA	NA	8	0	10	0	NA	NA	7	1	7	0	8	0	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88366995	88366996	5	1	6	0	11	0	NA	NA	7	1	7	0	8	0	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88367009	88367010	6	0	NA	NA	12	0	NA	NA	7	0	5	2	8	0	NA	NA
chr2	88366868	88367169	0.861658559	0.385366667	0.476291892	0.9672	chr2	88367047	88367048	7	0	5	1	12	1	NA	NA	6	1	14	0	10	0	NA	NA
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96851974	96851975	8	0	8	2	15	0	10	1	10	0	11	0	16	0	7	0
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96851975	96851976	NA	NA	8	1	9	0	NA	NA	NA	NA	12	0	9	1	NA	NA
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96851979	96851980	8	0	10	0	15	1	11	0	10	0	7	0	14	1	7	0
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96851980	96851981	NA	NA	8	0	9	0	NA	NA	NA	NA	9	1	10	0	NA	NA
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96852143	96852144	NA	NA	13	2	11	2	13	2	9	1	11	0	14	2	8	0
chr2	96851966	96852267	0.810427027	0.391933333	0.418493694	0.9050375	chr2	96852144	96852145	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905451	96905452	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905481	96905482	NA	NA	10	0	NA	NA	9	0	7	0	NA	NA	10	1	5	1
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905482	96905483	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905535	96905536	NA	NA	9	0	7	0	NA	NA	NA	NA	NA	NA	12	1	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905543	96905544	NA	NA	10	0	9	0	6	0	NA	NA	NA	NA	11	0	6	0
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905658	96905659	9	1	13	1	8	1	9	0	10	1	7	1	11	0	6	1
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905659	96905660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905664	96905665	10	0	13	0	10	0	11	0	12	0	8	0	11	0	7	0
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905665	96905666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905702	96905703	9	0	11	0	8	0	8	0	9	0	8	0	8	1	NA	NA
chr2	96905451	96905752	0.858845946	0.498433333	0.360412613	0.9444125	chr2	96905711	96905712	9	0	9	2	8	0	8	0	9	0	8	0	8	0	NA	NA
chr2	96917417	96917718	0.855915315	0.468	0.387915315	0.9754	chr2	96917597	96917598	NA	NA	17	3	9	0	13	1	10	2	5	2	14	0	12	0
chr2	96917417	96917718	0.855915315	0.468	0.387915315	0.9754	chr2	96917598	96917599	NA	NA	6	0	7	0	11	1	NA	NA	6	1	NA	NA	NA	NA
chr2	96917417	96917718	0.855915315	0.468	0.387915315	0.9754	chr2	96917659	96917660	NA	NA	15	0	10	0	16	0	10	0	12	0	12	1	10	0
chr2	96917417	96917718	0.855915315	0.468	0.387915315	0.9754	chr2	96917660	96917661	NA	NA	8	0	6	0	9	0	NA	NA	9	1	NA	NA	NA	NA
chr2	97220708	97221009	0.854567568	0.486066667	0.368500901	0.9319875	chr2	97220866	97220867	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	97220708	97221009	0.854567568	0.486066667	0.368500901	0.9319875	chr2	97220881	97220882	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	97501453	97501754	0.84274955	0.3484	0.49434955	0.936	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	97508336	97508637	0.805675676	0.44335	0.362325676	0.9502	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	97509681	97509982	0.826936937	0.381716667	0.44522027	0.9279	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634205	100634206	7	1	9	0	7	0	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634262	100634263	NA	NA	NA	NA	NA	NA	8	3	NA	NA	5	2	NA	NA	NA	NA
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634263	100634264	11	1	14	1	10	1	5	3	6	0	8	0	6	1	NA	NA
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634267	100634268	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634268	100634269	8	4	10	4	10	1	5	2	6	1	4	4	4	4	NA	NA
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634321	100634322	NA	NA	6	0	6	0	7	1	NA	NA	12	1	NA	NA	8	0
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634322	100634323	11	1	10	1	18	1	5	1	9	0	17	0	10	1	6	0
chr2	100634109	100634410	0.808295495	0.399533333	0.408762162	0.9628625	chr2	100634409	100634410	7	1	15	0	13	0	10	1	12	0	13	2	16	0	5	1
chr2	100689648	100689949	0.816643243	0.4083	0.408343243	0.92855	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	103334195	103334496	0.81806036	0.48985	0.32821036	0.9476875	chr2	103334389	103334390	NA	NA	7	3	5	2	10	0	12	3	10	7	11	2	6	1
chr2	103334195	103334496	0.81806036	0.48985	0.32821036	0.9476875	chr2	103334390	103334391	NA	NA	7	3	NA	NA	NA	NA	6	0	7	2	5	1	NA	NA
chr2	103378356	103378657	0.827891892	0.360516667	0.467375225	0.9308375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	103378904	103379205	0.878108108	0.440966667	0.437141441	0.95625	chr2	103378932	103378933	NA	NA	7	2	NA	NA	13	0	11	0	15	2	4	2	NA	NA
chr2	103378904	103379205	0.878108108	0.440966667	0.437141441	0.95625	chr2	103378933	103378934	NA	NA	6	2	11	2	NA	NA	6	1	NA	NA	8	0	NA	NA
chr2	103378904	103379205	0.878108108	0.440966667	0.437141441	0.95625	chr2	103378974	103378975	NA	NA	14	1	7	3	12	2	10	2	10	9	5	3	4	2
chr2	103378904	103379205	0.878108108	0.440966667	0.437141441	0.95625	chr2	103378975	103378976	5	1	3	4	8	2	5	2	10	1	5	2	6	2	6	1
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363405	105363406	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363406	105363407	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363415	105363416	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363461	105363462	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363482	105363483	NA	NA	NA	NA	2	6	NA	NA	1	5	NA	NA	0	7	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363548	105363549	NA	NA	NA	NA	NA	NA	4	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363549	105363550	NA	NA	4	5	2	12	1	7	3	3	NA	NA	4	10	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363572	105363573	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	0	7	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363573	105363574	0	6	1	9	1	13	0	13	NA	NA	NA	NA	2	7	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363624	105363625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363625	105363626	4	2	4	6	6	12	2	14	2	4	NA	NA	3	13	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363640	105363641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363641	105363642	4	3	6	6	5	10	3	13	2	4	2	4	3	14	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363675	105363676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA
chr2	105363386	105363687	0.908774775	0.485833333	0.422941441	0.9591	chr2	105363676	105363677	2	4	5	5	4	6	2	8	NA	NA	1	5	4	10	NA	NA
chr2	106485333	106485634	0.802218018	0.486566667	0.315651351	0.9162625	chr2	106485524	106485525	NA	NA	7	0	NA	NA	NA	NA	NA	NA	7	1	7	1	NA	NA
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812004	106812005	6	3	6	1	5	1	7	2	6	4	7	2	15	7	8	0
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812005	106812006	6	0	9	0	5	3	6	2	NA	NA	5	2	NA	NA	NA	NA
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812104	106812105	8	3	4	7	6	3	6	3	5	4	3	5	11	9	6	2
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812105	106812106	NA	NA	8	1	5	2	NA	NA	4	2	NA	NA	NA	NA	6	0
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812134	106812135	10	0	10	1	11	0	NA	NA	8	1	7	1	19	0	8	0
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812135	106812136	NA	NA	9	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	6	0
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812211	106812212	NA	NA	3	3	10	0	5	1	5	1	3	3	10	3	5	1
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812212	106812213	NA	NA	12	1	NA	NA	NA	NA	9	1	4	3	7	1	7	0
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812247	106812248	NA	NA	8	0	14	0	9	0	7	0	6	0	13	1	7	1
chr2	106811950	106812251	0.853290991	0.48595	0.367340991	0.9720625	chr2	106812248	106812249	NA	NA	15	2	7	1	NA	NA	12	0	10	0	13	0	5	1
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991216	119991217	NA	NA	18	2	8	1	15	0	14	0	7	0	20	1	8	1
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991217	119991218	10	0	11	2	7	1	14	0	11	0	6	0	11	0	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991281	119991282	NA	NA	17	0	11	0	13	0	11	1	10	0	16	0	5	1
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991282	119991283	8	1	13	1	4	2	8	0	15	0	7	1	15	1	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991296	119991297	NA	NA	16	1	10	1	14	1	12	0	11	0	11	1	6	0
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991297	119991298	9	0	13	2	5	2	9	0	17	1	7	2	11	1	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991353	119991354	NA	NA	15	1	13	0	12	2	16	0	11	0	11	0	4	2
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991354	119991355	8	1	12	2	7	0	16	0	14	0	10	0	10	0	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991364	119991365	NA	NA	13	2	10	3	14	1	15	1	12	1	12	1	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991365	119991366	7	1	13	2	7	0	15	1	13	0	10	0	8	0	6	0
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991431	119991432	NA	NA	13	1	16	1	14	0	16	0	9	0	13	0	NA	NA
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991432	119991433	8	0	7	1	7	0	15	0	NA	NA	8	0	8	0	6	0
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991476	119991477	7	1	17	4	14	3	10	3	14	3	9	1	13	0	4	2
chr2	119991177	119991478	0.846575676	0.4656	0.380975676	0.919175	chr2	119991477	119991478	8	1	8	0	NA	NA	13	0	NA	NA	6	1	4	3	NA	NA
chr2	121261211	121261512	0.870309009	0.466933333	0.403375676	0.95915	chr2	121261272	121261273	6	0	15	1	16	3	6	0	6	1	12	2	11	0	NA	NA
chr2	121261211	121261512	0.870309009	0.466933333	0.403375676	0.95915	chr2	121261273	121261274	NA	NA	NA	NA	NA	NA	8	0	NA	NA	9	0	NA	NA	NA	NA
chr2	121261211	121261512	0.870309009	0.466933333	0.403375676	0.95915	chr2	121261464	121261465	6	1	5	1	7	1	6	1	8	1	6	1	13	1	5	1
chr2	121261211	121261512	0.870309009	0.466933333	0.403375676	0.95915	chr2	121261465	121261466	NA	NA	5	1	14	0	11	0	8	0	9	1	9	1	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826075	127826076	NA	NA	8	0	NA	NA	13	0	6	0	7	2	NA	NA	8	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826076	127826077	7	1	12	0	12	1	10	0	8	1	NA	NA	16	4	6	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826084	127826085	NA	NA	8	0	NA	NA	12	0	6	0	7	0	NA	NA	7	1
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826085	127826086	7	0	12	0	12	0	11	0	9	0	NA	NA	20	1	6	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826091	127826092	NA	NA	7	0	NA	NA	10	1	NA	NA	7	0	NA	NA	6	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826092	127826093	7	0	12	0	13	2	9	1	10	0	NA	NA	19	1	8	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826119	127826120	NA	NA	5	2	NA	NA	6	4	7	0	1	6	NA	NA	2	4
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826120	127826121	NA	NA	7	7	13	1	4	3	9	0	4	3	13	8	3	4
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826124	127826125	NA	NA	7	0	NA	NA	10	0	6	0	6	1	NA	NA	6	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826125	127826126	NA	NA	15	0	14	0	NA	NA	9	0	8	0	20	1	7	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826126	127826127	NA	NA	6	0	NA	NA	10	0	6	0	6	1	NA	NA	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826127	127826128	NA	NA	15	0	14	1	NA	NA	9	0	8	0	21	0	7	0
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826226	127826227	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826227	127826228	NA	NA	12	1	12	1	7	1	10	1	11	0	20	0	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826263	127826264	NA	NA	NA	NA	NA	NA	8	0	NA	NA	8	0	NA	NA	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826264	127826265	5	1	14	0	9	1	9	1	10	0	15	0	15	1	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826280	127826281	NA	NA	NA	NA	7	0	9	2	NA	NA	10	0	NA	NA	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826281	127826282	6	0	12	1	12	1	8	3	9	0	13	0	17	0	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826289	127826290	6	0	NA	NA	7	0	12	0	NA	NA	9	2	NA	NA	NA	NA
chr2	127825999	127826300	0.823138739	0.467783333	0.355355405	0.94615	chr2	127826290	127826291	5	1	12	1	10	3	12	0	10	0	13	0	14	1	NA	NA
chr2	145162339	145162640	0.855589189	0.435133333	0.420455856	0.961675	chr2	145162529	145162530	12	1	15	7	15	3	14	1	8	1	15	1	8	3	10	0
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590326	152590327	6	0	7	1	10	0	8	0	13	0	7	1	10	0	7	0
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590327	152590328	5	1	10	0	17	1	10	0	9	1	8	0	7	0	7	0
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590355	152590356	6	3	0	6	0	9	0	6	11	1	0	9	10	0	0	6
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590356	152590357	NA	NA	0	9	0	14	0	9	3	5	0	6	5	1	0	7
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590392	152590393	7	0	10	0	9	0	11	0	8	0	13	0	9	0	6	1
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590393	152590394	NA	NA	9	0	10	2	9	0	6	1	5	1	8	0	NA	NA
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590415	152590416	7	1	9	1	9	0	11	0	7	1	15	0	12	1	7	0
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590416	152590417	NA	NA	8	0	10	2	9	0	6	0	NA	NA	8	0	NA	NA
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590506	152590507	NA	NA	9	0	NA	NA	5	1	7	0	NA	NA	7	0	NA	NA
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590507	152590508	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	7	0	NA	NA
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590528	152590529	6	0	11	0	NA	NA	7	1	7	0	6	0	8	0	8	0
chr2	152590246	152590547	0.852245946	0.494166667	0.358079279	0.9520375	chr2	152590529	152590530	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	152590586	152590887	0.872902703	0.469733333	0.403169369	0.9646	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	158665926	158666227	0.80948018	0.446683333	0.362796847	0.9155375	chr2	158665955	158665956	7	1	8	1	6	1	8	0	14	1	10	1	8	1	5	2
chr2	158665926	158666227	0.80948018	0.446683333	0.362796847	0.9155375	chr2	158665956	158665957	10	1	9	0	7	0	9	0	NA	NA	7	1	14	4	NA	NA
chr2	158665926	158666227	0.80948018	0.446683333	0.362796847	0.9155375	chr2	158666098	158666099	2	4	0	10	0	14	2	13	1	9	0	8	0	12	2	7
chr2	158665926	158666227	0.80948018	0.446683333	0.362796847	0.9155375	chr2	158666099	158666100	0	9	2	15	1	8	5	9	1	12	4	8	0	17	NA	NA
chr2	161335787	161336088	0.84813964	0.459883333	0.388256306	0.9320125	chr2	161336048	161336049	7	0	14	1	8	0	18	0	11	0	13	0	10	0	8	0
chr2	161335787	161336088	0.84813964	0.459883333	0.388256306	0.9320125	chr2	161336049	161336050	NA	NA	14	0	8	0	16	0	9	0	16	1	12	1	NA	NA
chr2	170366811	170367112	0.858179279	0.41595	0.442229279	0.9356	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454198	174454199	NA	NA	NA	NA	9	1	10	0	NA	NA	7	0	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454199	174454200	NA	NA	9	1	10	1	7	0	7	0	11	1	11	0	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454206	174454207	NA	NA	NA	NA	8	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454207	174454208	NA	NA	10	1	11	0	7	0	7	0	11	0	11	1	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454223	174454224	NA	NA	NA	NA	7	1	11	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454224	174454225	NA	NA	9	1	9	1	NA	NA	6	0	12	1	12	0	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454240	174454241	NA	NA	NA	NA	NA	NA	10	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454241	174454242	NA	NA	11	0	10	0	NA	NA	7	0	14	0	8	0	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454249	174454250	NA	NA	NA	NA	NA	NA	11	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454250	174454251	NA	NA	11	0	8	1	NA	NA	6	0	12	0	8	0	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454261	174454262	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454262	174454263	NA	NA	10	1	NA	NA	NA	NA	6	0	10	0	6	0	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454364	174454365	NA	NA	6	0	8	1	7	0	NA	NA	6	0	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454365	174454366	NA	NA	7	0	12	0	NA	NA	5	1	7	0	NA	NA	7	0
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454374	174454375	NA	NA	7	0	9	0	7	0	NA	NA	6	0	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454375	174454376	NA	NA	8	0	11	0	NA	NA	NA	NA	6	0	NA	NA	8	1
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454383	174454384	NA	NA	7	0	8	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454384	174454385	NA	NA	6	0	11	1	NA	NA	NA	NA	6	0	NA	NA	8	0
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454388	174454389	NA	NA	7	1	8	0	6	1	NA	NA	6	0	NA	NA	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454389	174454390	NA	NA	6	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	7	1
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454436	174454437	NA	NA	7	1	8	0	11	0	NA	NA	6	0	6	1	NA	NA
chr2	174454170	174454471	0.801123423	0.462316667	0.338806757	0.908275	chr2	174454437	174454438	NA	NA	6	0	9	2	NA	NA	6	0	NA	NA	NA	NA	6	2
chr2	179664069	179664370	0.881026126	0.4194	0.461626126	0.947075	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	179672541	179672842	0.86173964	0.460466667	0.401272973	0.92075	chr2	179672583	179672584	NA	NA	8	2	11	1	8	2	NA	NA	9	0	8	4	NA	NA
chr2	179672541	179672842	0.86173964	0.460466667	0.401272973	0.92075	chr2	179672584	179672585	NA	NA	7	1	NA	NA	NA	NA	NA	NA	4	2	6	1	NA	NA
chr2	179672541	179672842	0.86173964	0.460466667	0.401272973	0.92075	chr2	179672633	179672634	NA	NA	10	2	9	12	15	2	6	4	9	1	15	2	6	0
