chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr16	29757168	29757469	0.650831532	0.0385875	chr16	29757413	29757414	6	0	7	0	16	1	14	0	NA	NA	7	0	10	0	NA	NA
chr16	29757168	29757469	0.650831532	0.0385875	chr16	29757414	29757415	NA	NA	11	0	8	0	7	0	6	0	8	0	6	0	NA	NA
chr16	29757168	29757469	0.650831532	0.0385875	chr16	29757422	29757423	4	2	7	0	16	0	14	1	6	0	10	0	9	0	NA	NA
chr16	29757168	29757469	0.650831532	0.0385875	chr16	29757423	29757424	NA	NA	12	2	10	0	NA	NA	6	2	7	0	5	1	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917652	22917653	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917653	22917654	NA	NA	7	0	NA	NA	7	0	6	1	7	0	NA	NA	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917656	22917657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917657	22917658	NA	NA	7	0	NA	NA	8	1	6	2	6	0	NA	NA	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917661	22917662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917662	22917663	NA	NA	6	1	NA	NA	7	1	5	3	6	0	6	0	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917690	22917691	NA	NA	9	4	NA	NA	6	0	9	2	8	0	7	0	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917705	22917706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917706	22917707	NA	NA	13	1	5	1	7	0	9	2	6	0	8	0	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917729	22917730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917730	22917731	NA	NA	12	0	7	0	8	1	6	7	7	0	8	0	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917837	22917838	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917838	22917839	NA	NA	7	2	NA	NA	NA	NA	8	1	NA	NA	3	3	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917854	22917855	NA	NA	5	2	NA	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917855	22917856	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917923	22917924	NA	NA	11	0	4	2	13	4	NA	NA	NA	NA	3	4	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917924	22917925	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	2	4	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917936	22917937	NA	NA	10	1	4	3	9	10	6	1	4	2	6	1	NA	NA
chr14	22917647	22917948	0.665324324	0.0531	chr14	22917937	22917938	NA	NA	NA	NA	NA	NA	8	2	NA	NA	NA	NA	5	3	NA	NA
chr2	225440832	225441133	0.678089189	0.0659625	chr2	225440896	225440897	8	1	9	2	11	4	9	2	9	4	15	4	17	4	NA	NA
chr2	225440832	225441133	0.678089189	0.0659625	chr2	225440897	225440898	10	1	9	1	17	1	12	0	9	2	11	1	10	2	7	2
chr7	148116925	148117226	0.679834234	0.0677875	chr7	148117108	148117109	6	0	10	1	13	0	11	1	NA	NA	8	0	11	1	5	1
chr7	148116925	148117226	0.679834234	0.0677875	chr7	148117109	148117110	NA	NA	16	2	8	4	10	0	8	1	5	1	9	1	NA	NA
chr7	148116925	148117226	0.679834234	0.0677875	chr7	148117136	148117137	NA	NA	6	2	10	0	10	2	NA	NA	NA	NA	7	0	NA	NA
chr7	148116925	148117226	0.679834234	0.0677875	chr7	148117137	148117138	NA	NA	15	2	13	0	9	2	7	1	NA	NA	9	0	NA	NA
chr17	56406997	56407298	0.681288288	0.069325	chr17	56407267	56407268	2	6	10	6	8	9	5	1	4	8	6	6	8	3	5	2
chr17	56406997	56407298	0.681288288	0.069325	chr17	56407268	56407269	NA	NA	4	4	5	8	8	8	NA	NA	9	5	6	5	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795798	4795799	NA	NA	NA	NA	4	2	NA	NA	NA	NA	0	7	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795799	4795800	NA	NA	NA	NA	NA	NA	5	1	NA	NA	0	7	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795869	4795870	NA	NA	NA	NA	5	1	4	2	NA	NA	9	0	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795870	4795871	NA	NA	NA	NA	NA	NA	3	3	NA	NA	6	0	4	4	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795875	4795876	NA	NA	NA	NA	6	0	6	1	NA	NA	8	1	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795876	4795877	NA	NA	NA	NA	NA	NA	5	1	NA	NA	4	2	4	3	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795879	4795880	NA	NA	NA	NA	NA	NA	5	2	NA	NA	3	4	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795880	4795881	NA	NA	NA	NA	NA	NA	2	4	NA	NA	5	1	5	2	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795902	4795903	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795903	4795904	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	7	0	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795911	4795912	NA	NA	NA	NA	NA	NA	6	1	NA	NA	7	0	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795912	4795913	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	6	0	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795914	4795915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795915	4795916	NA	NA	NA	NA	NA	NA	6	0	NA	NA	6	0	6	0	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795957	4795958	NA	NA	NA	NA	NA	NA	7	1	NA	NA	8	0	NA	NA	NA	NA
chr20	4795736	4796037	0.660505405	0.0486625	chr20	4795958	4795959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	7	0	NA	NA
chr17	26366093	26366394	0.695830631	0.0841625	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	196976169	196976470	0.695330631	0.0839125	chr1	196976401	196976402	6	3	6	0	7	1	NA	NA	NA	NA	7	1	7	3	NA	NA
chr6	135516762	135517063	0.697803604	0.0866125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51717942	51717943	7	2	7	0	12	0	NA	NA	11	1	18	2	11	1	NA	NA
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51717943	51717944	NA	NA	13	0	7	1	6	0	9	1	17	0	13	1	NA	NA
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51717984	51717985	7	2	8	0	9	1	NA	NA	9	2	14	3	9	0	NA	NA
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51717985	51717986	6	0	14	1	7	1	NA	NA	7	1	14	1	9	1	NA	NA
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51718112	51718113	5	2	18	1	14	4	NA	NA	8	0	18	0	16	1	NA	NA
chr12	51717861	51718162	0.660663964	0.0495625	chr12	51718113	51718114	8	0	NA	NA	4	2	7	1	NA	NA	14	0	8	1	NA	NA
chr14	88472851	88473152	0.718488288	0.10755	chr14	88473090	88473091	NA	NA	8	1	0	13	3	3	13	0	11	0	6	4	7	2
chr14	88472851	88473152	0.718488288	0.10755	chr14	88473091	88473092	9	1	11	0	1	8	6	5	NA	NA	12	0	9	2	8	0
chr14	88472851	88473152	0.718488288	0.10755	chr14	88473141	88473142	NA	NA	NA	NA	13	0	9	0	14	0	14	2	8	0	9	1
chr14	88472851	88473152	0.718488288	0.10755	chr14	88473142	88473143	8	0	13	0	10	0	10	0	8	0	13	1	9	1	8	0
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556557	155556558	NA	NA	NA	NA	NA	NA	9	0	NA	NA	8	0	5	1	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556558	155556559	6	0	8	1	7	0	NA	NA	4	2	11	1	9	0	8	0
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556589	155556590	NA	NA	5	1	5	1	9	0	NA	NA	5	1	9	0	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556590	155556591	7	0	12	0	10	1	NA	NA	8	0	11	0	8	2	10	0
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556592	155556593	NA	NA	6	0	6	0	6	3	NA	NA	7	1	9	0	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556593	155556594	7	0	12	0	11	0	NA	NA	8	1	10	0	10	1	10	0
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556653	155556654	NA	NA	6	4	NA	NA	13	1	5	1	10	0	7	1	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556654	155556655	NA	NA	13	2	8	3	6	1	11	2	6	1	12	2	7	2
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556714	155556715	NA	NA	13	1	9	0	8	2	9	0	12	2	12	0	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556715	155556716	NA	NA	15	1	8	3	7	0	15	0	7	1	13	4	7	0
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556724	155556725	NA	NA	17	0	9	0	10	0	7	0	16	0	10	3	NA	NA
chr7	155556440	155556741	0.687316216	0.0766625	chr7	155556725	155556726	NA	NA	19	1	11	0	9	0	12	1	10	1	17	2	5	1
chr6	32159783	32160084	0.760354054	0.149875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr7	75626710	75627011	0.736448649	0.126	chr7	75626737	75626738	NA	NA	18	0	14	1	13	2	16	1	22	1	27	0	8	0
chr7	75626710	75627011	0.736448649	0.126	chr7	75626738	75626739	NA	NA	15	1	14	0	11	1	10	1	16	3	14	1	8	0
chr8	1094676	1094977	0.661600901	0.0514125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	36422305	36422606	0.707542342	0.0974125	chr11	36422594	36422595	NA	NA	NA	NA	7	0	NA	NA	12	0	NA	NA	NA	NA	NA	NA
chr11	36422305	36422606	0.707542342	0.0974125	chr11	36422595	36422596	7	1	12	1	8	0	19	0	6	1	7	0	16	0	NA	NA
chr3	10284130	10284431	0.703605405	0.093575	chr3	10284297	10284298	NA	NA	8	5	3	5	NA	NA	NA	NA	1	8	NA	NA	NA	NA
chr3	10284130	10284431	0.703605405	0.093575	chr3	10284298	10284299	2	5	7	6	3	7	NA	NA	NA	NA	4	5	0	9	NA	NA
chr22	23923312	23923613	0.731576577	0.1218625	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr17	56408544	56408845	0.655151351	0.0455875	chr17	56408844	56408845	10	0	20	1	10	2	8	0	15	1	8	3	21	2	10	0
chr22	30662844	30663145	0.645531532	0.0360375	chr22	30663022	30663023	NA	NA	17	0	16	0	13	0	9	1	13	0	12	0	7	0
chr22	30662844	30663145	0.645531532	0.0360375	chr22	30663023	30663024	6	0	NA	NA	5	1	8	0	NA	NA	11	0	NA	NA	NA	NA
chr15	55574762	55575063	0.766961261	0.1574875	chr15	55574835	55574836	NA	NA	20	0	5	1	12	1	16	1	6	0	8	0	NA	NA
chr15	55574762	55575063	0.766961261	0.1574875	chr15	55574836	55574837	NA	NA	14	0	NA	NA	5	1	15	4	14	0	11	3	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314751	79314752	8	2	6	0	NA	NA	7	2	9	2	9	1	10	3	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314752	79314753	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314775	79314776	7	2	NA	NA	NA	NA	9	1	8	5	8	2	12	2	5	1
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314776	79314777	NA	NA	NA	NA	7	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314784	79314785	8	1	NA	NA	NA	NA	10	0	12	1	9	0	12	2	4	2
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314785	79314786	NA	NA	NA	NA	7	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314829	79314830	NA	NA	NA	NA	NA	NA	7	2	5	1	4	2	4	3	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314830	79314831	NA	NA	7	3	9	1	10	1	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314884	79314885	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314885	79314886	NA	NA	10	0	13	0	16	0	6	0	5	1	8	0	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314961	79314962	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr10	79314694	79314995	0.726242342	0.1167875	chr10	79314962	79314963	NA	NA	6	3	11	2	12	2	6	2	10	2	5	1	NA	NA
chr17	77970043	77970344	0.667054054	0.05765	chr17	77970183	77970184	7	0	12	0	10	0	9	0	14	0	16	0	8	0	6	0
chr17	77970043	77970344	0.667054054	0.05765	chr17	77970184	77970185	11	1	12	0	11	1	NA	NA	20	0	22	2	15	0	7	0
chr17	77970043	77970344	0.667054054	0.05765	chr17	77970322	77970323	NA	NA	7	1	8	0	7	0	NA	NA	9	0	7	0	NA	NA
chr17	77970043	77970344	0.667054054	0.05765	chr17	77970323	77970324	6	0	15	0	9	0	10	1	22	0	10	1	16	0	7	1
chr20	62708480	62708781	0.688174775	0.07885	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029151	7029152	NA	NA	6	2	13	0	9	0	7	1	NA	NA	14	2	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029152	7029153	8	0	11	1	16	1	13	0	6	1	11	3	8	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029219	7029220	NA	NA	NA	NA	9	1	9	1	7	0	4	2	12	0	5	1
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029220	7029221	6	0	13	1	9	4	15	0	12	0	18	0	12	3	6	0
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029229	7029230	NA	NA	NA	NA	6	3	8	0	9	0	7	1	11	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029230	7029231	6	0	14	0	11	2	15	0	11	0	15	1	14	0	5	1
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029239	7029240	NA	NA	NA	NA	6	0	9	0	6	3	7	0	11	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029240	7029241	6	0	14	1	13	0	12	0	11	0	15	1	12	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029272	7029273	NA	NA	8	0	NA	NA	9	0	8	0	7	0	9	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029273	7029274	NA	NA	9	0	NA	NA	10	1	6	1	17	1	10	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029297	7029298	NA	NA	8	0	NA	NA	8	0	5	1	9	1	9	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029298	7029299	NA	NA	11	0	NA	NA	13	0	8	0	15	1	7	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029328	7029329	NA	NA	7	3	NA	NA	6	1	5	1	9	1	12	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029329	7029330	NA	NA	6	0	NA	NA	10	1	8	0	11	1	9	0	6	0
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029362	7029363	8	0	6	1	6	0	NA	NA	NA	NA	NA	NA	9	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029363	7029364	NA	NA	4	2	NA	NA	9	0	NA	NA	6	0	5	1	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029370	7029371	9	0	7	0	6	0	NA	NA	NA	NA	NA	NA	10	0	NA	NA
chr1	7029085	7029386	0.665011712	0.0557125	chr1	7029371	7029372	NA	NA	6	0	NA	NA	7	0	NA	NA	8	0	NA	NA	NA	NA
chr6	71938339	71938640	0.674143243	0.06495	chr6	71938447	71938448	NA	NA	5	1	NA	NA	10	1	NA	NA	7	1	NA	NA	NA	NA
chr6	71938339	71938640	0.674143243	0.06495	chr6	71938448	71938449	6	1	10	4	22	2	9	0	10	3	10	3	9	0	9	2
chr6	71938339	71938640	0.674143243	0.06495	chr6	71938522	71938523	NA	NA	8	1	6	1	5	1	NA	NA	8	0	5	5	5	1
chr6	71938339	71938640	0.674143243	0.06495	chr6	71938523	71938524	5	1	6	1	17	0	8	3	7	1	10	0	5	2	7	1
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838372	49838373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838373	49838374	10	0	14	0	7	0	10	1	12	0	5	1	12	0	NA	NA
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838422	49838423	8	0	11	0	7	1	10	0	8	3	5	1	10	3	5	1
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838438	49838439	NA	NA	11	0	7	1	10	0	8	1	NA	NA	8	1	6	0
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838501	49838502	NA	NA	8	0	NA	NA	6	1	NA	NA	NA	NA	NA	NA	5	1
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838580	49838581	NA	NA	10	0	6	0	NA	NA	6	1	NA	NA	7	0	NA	NA
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838588	49838589	6	0	12	0	6	0	NA	NA	6	1	7	0	7	0	6	0
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838609	49838610	5	1	12	1	6	0	NA	NA	7	1	9	0	7	2	7	0
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838610	49838611	NA	NA	NA	NA	NA	NA	7	0	6	0	NA	NA	NA	NA	NA	NA
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838618	49838619	NA	NA	13	1	7	0	NA	NA	8	1	9	0	9	0	6	1
chr19	49838328	49838629	0.687872072	0.0787125	chr19	49838619	49838620	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	160549008	160549309	0.660204505	0.051125	chr1	160549178	160549179	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	160549008	160549309	0.660204505	0.051125	chr1	160549179	160549180	NA	NA	2	11	NA	NA	1	8	NA	NA	3	7	1	8	0	9
chr1	160549008	160549309	0.660204505	0.051125	chr1	160549226	160549227	NA	NA	NA	NA	3	6	4	3	NA	NA	1	5	NA	NA	NA	NA
chr1	160549008	160549309	0.660204505	0.051125	chr1	160549227	160549228	1	6	3	10	NA	NA	6	6	2	9	2	11	3	8	4	5
chr6	106335524	106335825	0.687245946	0.0782375	chr6	106335682	106335683	NA	NA	0	11	0	7	0	7	NA	NA	NA	NA	0	6	NA	NA
chr6	106335524	106335825	0.687245946	0.0782375	chr6	106335683	106335684	NA	NA	0	12	NA	NA	0	6	NA	NA	0	7	0	8	NA	NA
chr6	106335524	106335825	0.687245946	0.0782375	chr6	106335824	106335825	NA	NA	8	3	7	0	6	2	6	0	NA	NA	11	0	NA	NA
chr4	78114640	78114941	0.673123423	0.064575	chr4	78114735	78114736	NA	NA	13	2	14	1	7	0	10	0	6	3	20	1	7	0
chr4	78114640	78114941	0.673123423	0.064575	chr4	78114736	78114737	7	4	14	2	NA	NA	11	1	9	1	8	1	11	1	6	0
chr8	107526323	107526624	0.729481081	0.1209875	chr8	107526387	107526388	0	9	3	6	5	8	1	18	2	10	3	10	2	11	NA	NA
chr8	107526323	107526624	0.729481081	0.1209875	chr8	107526388	107526389	4	11	1	16	0	11	4	9	5	10	2	11	4	14	NA	NA
chr8	107526323	107526624	0.729481081	0.1209875	chr8	107526616	107526617	0	13	0	11	0	8	1	14	0	6	1	14	0	17	0	7
chr8	107526323	107526624	0.729481081	0.1209875	chr8	107526617	107526618	0	8	0	13	0	13	0	8	0	10	NA	NA	0	9	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124419	45124420	NA	NA	11	1	10	1	NA	NA	7	2	9	2	17	2	7	0
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124420	45124421	NA	NA	NA	NA	5	2	NA	NA	NA	NA	7	0	7	1	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124447	45124448	NA	NA	14	2	10	2	6	0	8	2	10	1	19	3	5	1
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124448	45124449	NA	NA	5	1	5	2	7	1	6	1	9	2	10	2	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124533	45124534	NA	NA	8	3	10	0	9	0	9	2	9	3	11	3	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124534	45124535	NA	NA	5	3	9	0	6	0	10	0	10	0	8	2	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124608	45124609	NA	NA	14	2	18	0	NA	NA	8	1	12	1	14	0	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124609	45124610	NA	NA	NA	NA	NA	NA	NA	NA	6	1	10	0	6	0	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124696	45124697	6	0	12	2	17	2	13	0	13	1	18	1	16	2	NA	NA
chr22	45124405	45124706	0.743559459	0.1353125	chr22	45124697	45124698	NA	NA	9	0	8	1	6	0	NA	NA	9	0	NA	NA	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67176985	67176986	7	0	15	1	11	2	NA	NA	10	0	16	1	16	3	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67176986	67176987	7	0	10	0	10	0	9	0	13	1	11	0	16	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67176995	67176996	5	2	14	1	12	0	6	0	5	2	15	1	13	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67176996	67176997	7	0	9	0	9	0	9	0	12	0	10	0	13	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177032	67177033	NA	NA	NA	NA	10	0	7	0	NA	NA	9	1	12	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177033	67177034	7	0	NA	NA	NA	NA	7	0	6	0	NA	NA	6	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177078	67177079	NA	NA	NA	NA	12	0	7	1	7	0	9	1	13	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177079	67177080	6	0	NA	NA	NA	NA	7	0	NA	NA	6	0	12	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177113	67177114	NA	NA	NA	NA	10	1	7	0	10	0	10	0	11	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177114	67177115	NA	NA	NA	NA	NA	NA	7	1	NA	NA	6	1	13	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177126	67177127	NA	NA	6	0	10	2	7	0	10	0	11	0	11	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177127	67177128	NA	NA	NA	NA	NA	NA	7	0	NA	NA	8	1	10	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177139	67177140	NA	NA	8	0	10	0	8	1	10	0	10	1	11	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177140	67177141	NA	NA	NA	NA	NA	NA	7	0	NA	NA	10	0	8	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177158	67177159	NA	NA	9	0	7	2	11	0	10	0	7	2	11	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177159	67177160	NA	NA	NA	NA	NA	NA	6	0	NA	NA	11	1	5	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177171	67177172	NA	NA	10	0	8	0	9	0	9	0	7	1	12	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177172	67177173	NA	NA	6	1	7	1	6	0	NA	NA	13	0	6	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177190	67177191	9	0	13	0	13	0	10	1	6	1	9	1	11	1	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177191	67177192	NA	NA	11	1	7	1	6	0	NA	NA	14	0	7	0	7	0
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177214	67177215	10	0	14	0	12	2	9	1	8	0	10	0	13	0	NA	NA
chr11	67176953	67177254	0.648389189	0.04025	chr11	67177215	67177216	8	0	16	0	11	0	8	0	12	0	13	1	12	0	8	0
chr1	3593662	3593963	0.67728018	0.0691875	chr1	3593745	3593746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA
chr1	3593662	3593963	0.67728018	0.0691875	chr1	3593811	3593812	NA	NA	NA	NA	NA	NA	0	6	NA	NA	2	6	NA	NA	NA	NA
chr1	3593662	3593963	0.67728018	0.0691875	chr1	3593818	3593819	NA	NA	0	6	1	5	0	6	NA	NA	1	7	NA	NA	NA	NA
chr6	13274134	13274435	0.632296396	0.024225	chr6	13274135	13274136	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA
chr6	13274134	13274435	0.632296396	0.024225	chr6	13274183	13274184	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr6	13274134	13274435	0.632296396	0.024225	chr6	13274251	13274252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	2	7
